Code_commune_INSEE,Code_postal,Coordonnees_gps
4192,4870,"43.909537513, 5.720175386"
4193,4530,"44.559030893, 6.820763507"
4204,4270,"43.922554623, 6.368099674"
4217,4380,"44.147071311, 6.124111742"
4219,4170,"44.085874335, 6.600976874"
4220,4400,"44.390247984, 6.56117443"
4224,4240,"43.90729568, 6.686851013"
4228,4250,"44.279696903, 6.075851213"
4234,5130,"44.442551074, 6.087228236"
4237,4140,"44.276508863, 6.403266408"
4241,4110,"43.861713149, 5.709298401"
5004,5260,"44.619107267, 6.229122478"
5007,5350,"44.764278425, 6.722280206"
5016,5700,"44.455896935, 5.749349992"
5019,5140,"44.548432656, 5.653934209"
5032,5260,"44.74560614, 6.272964882"
5035,5400,"44.505342688, 5.898098469"
5036,5380,"44.642288128, 6.483329998"
5039,5500,"44.7447241, 6.029953568"
5039,5800,"44.7447241, 6.029953568"
5053,5300,"44.365830958, 5.782197824"
5057,5130,"44.452823783, 6.000215944"
5059,5000,"44.535312908, 6.008660299"
5062,5800,"44.747997252, 5.974663529"
5065,5600,"44.667624023, 6.700554933"
5068,5130,"44.505921111, 6.108066359"
5074,5130,"44.481210056, 6.072122714"
5078,5110,"44.393288141, 5.933518333"
5079,5220,"44.995713709, 6.469820034"
5081,5700,"44.414939257, 5.669417035"
5084,5230,"44.543771435, 6.233478589"
5091,5150,"44.409667918, 5.509327059"
5094,5700,"44.309821201, 5.754356803"
5095,5500,"44.699730703, 6.000859431"
5100,5000,"44.510217516, 5.999416634"
5118,5300,"44.248029597, 5.822636764"
5118,5300,"44.248029597, 5.822636764"
5129,5150,"44.364512004, 5.521361613"
5134,5600,"44.647524808, 6.560668027"
5139,5250,"44.684793407, 5.890858686"
5144,5800,"44.774267913, 6.069542318"
5145,5260,"44.674487268, 6.230922213"
5153,5260,"44.688638268, 6.169674103"
5154,5140,"44.519845055, 5.690310003"
5160,5300,"44.242095003, 5.701180793"
5162,5110,"44.430853864, 6.011359017"
5171,5190,"44.485334901, 6.196755098"
5174,5100,"44.950599019, 6.666783248"
5177,5560,"44.592656172, 6.71374133"
5179,5400,"44.557376774, 5.822928594"
5181,5480,"45.000169779, 6.364130672"
6002,6910,"43.896713676, 6.812953852"
6003,6750,"43.776942181, 6.82324955"
6003,6750,"43.776942181, 6.82324955"
6004,6160,"43.587761948, 7.105220285"
6004,6600,"43.587761948, 7.105220285"
6017,6510,"43.803773081, 7.093057164"
6033,6510,"43.784756619, 7.184265344"
6035,6500,"43.821768857, 7.499043436"
6039,6390,"43.798767478, 7.29491499"
6042,6420,"44.004753796, 7.178896018"
6043,6390,"43.866233195, 7.299283018"
6046,6670,"43.758646519, 7.223380391"
6049,6620,"43.752512486, 7.017552151"
6051,6260,"44.000318237, 6.870337707"
6053,6470,"44.038701304, 6.799744015"
6067,6500,"43.78613749, 7.444438994"
6069,6130,"43.655947795, 6.931948216"
6069,6130,"43.655947795, 6.931948216"
6070,6620,"43.807349377, 6.932138589"
6076,6260,"44.001683889, 7.032694512"
6088,6200,"43.712363989, 7.237937874"
6088,6200,"43.712363989, 7.237937874"
6090,6580,"43.587054102, 6.921780584"
6091,6440,"43.806648629, 7.411504042"
6095,6530,"43.630626198, 6.88147969"
6110,6420,"44.108215666, 7.02806965"
6111,6420,"44.1191026, 7.066728106"
6113,6500,"43.804704332, 7.46159515"
6120,6660,"44.249071077, 6.924614376"
6122,6640,"43.75904128, 7.140602155"
6125,6470,"44.149352889, 6.746033616"
6126,6670,"43.816588633, 7.199542248"
6130,6460,"43.6968824, 6.850884925"
6135,6910,"43.875573985, 6.966258326"
6140,6530,"43.624075656, 6.852550628"
6151,6450,"43.927546341, 7.238821475"
6163,6430,"44.099792877, 7.540536917"
7007,7440,"44.939786813, 4.734555947"
7011,7530,"44.722267881, 4.354201357"
7012,7310,"44.900285261, 4.31760549"
7018,7330,"44.684743774, 4.026056625"
7022,7210,"44.706668959, 4.750768158"
7026,7630,"44.855321386, 4.130108786"
7027,7800,"44.829799932, 4.79764727"
7028,7460,"44.354592017, 4.250480914"
7029,7110,"44.542472776, 4.171723293"
7039,7410,"45.058572253, 4.647787474"
7040,7270,"45.028882408, 4.687946534"
7042,7700,"44.382956615, 4.613976099"
7044,7340,"45.327676832, 4.678903251"
7045,7450,"44.748040175, 4.233897461"
7047,7590,"44.673712424, 3.901435464"
7050,7140,"44.426765988, 4.129649242"
7056,7340,"45.342642826, 4.732460904"
7064,7160,"44.907716249, 4.421263271"
7065,7380,"44.688632066, 4.294480233"
7078,7430,"45.255014271, 4.70228932"
7085,7270,"45.026093497, 4.597205522"
7096,7190,"44.845615952, 4.525748844"
7104,7190,"44.787983252, 4.4564304"
7108,7160,"44.920391584, 4.39270158"
7109,7110,"44.573016266, 4.246264191"
7113,7150,"44.353668841, 4.419754926"
7115,7120,"44.468118973, 4.310334586"
7116,7200,"44.64183346, 4.357696736"
7117,7230,"44.460171131, 4.214090624"
7128,7520,"45.115732207, 4.525772675"
7130,7660,"44.72930042, 3.997015383"
7133,7220,"44.45379344, 4.596055727"
7136,48250,"44.620473795, 3.918933085"
7143,7340,"45.353708943, 4.750060095"
7151,7320,"45.010738639, 4.328992405"
7157,7400,"44.619505029, 4.716451816"
7158,7530,"44.807097908, 4.341776417"
7159,7170,"44.596392975, 4.496760045"
7167,7360,"44.810071715, 4.61977382"
7173,7450,"44.779771619, 4.260976167"
7175,7590,"44.693890257, 3.950880441"
7181,7250,"44.752015583, 4.748353027"
7184,7000,"44.780794948, 4.574562993"
7203,7450,"44.801546167, 4.215917737"
7208,7170,"44.529638784, 4.536754116"
7218,7270,"44.949261042, 4.560977036"
7219,7210,"44.672996202, 4.669053018"
7221,7800,"44.793290056, 4.680092378"
7225,7430,"45.276225779, 4.686940209"
7226,7310,"44.950145088, 4.260718233"
7236,7410,"45.077434211, 4.610718321"
7237,7360,"44.835429752, 4.689754925"
7239,7160,"44.844258846, 4.424403779"
7240,7800,"44.859122391, 4.809851418"
7243,7340,"45.332567277, 4.663443491"
7248,7160,"44.955207017, 4.419024919"
7254,7200,"44.66012841, 4.403997149"
7258,7690,"45.16699845, 4.487634915"
7266,7140,"44.484727409, 3.998022927"
7276,7160,"44.898725602, 4.455641016"
7278,7360,"44.837343749, 4.612979218"
7279,7220,"44.434121512, 4.632377343"
7282,7450,"44.710459534, 4.265876526"
7285,7520,"45.12846381, 4.485211884"
7287,7580,"44.59890986, 4.572229919"
7288,7000,"44.71319196, 4.535458567"
7297,7440,"44.988208879, 4.75021471"
7302,7210,"44.657727177, 4.707497122"
7311,7400,"44.616754707, 4.607483029"
7315,7380,"44.627621768, 4.162574958"
7328,7150,"44.359508765, 4.343921522"
7329,7110,"44.594654023, 4.111714421"
7331,7600,"44.666938134, 4.343352653"
7335,7410,"45.108556695, 4.607654576"
7340,7000,"44.734370979, 4.556524963"
7346,7220,"44.483128112, 4.66988097"
8005,8310,"49.402944699, 4.345179699"
8021,8300,"49.553854663, 4.341031209"
8032,8310,"49.346131291, 4.327083194"
8033,8240,"49.460103253, 4.877701286"
8037,8260,"49.86643297, 4.361004681"
8041,8430,"49.601809848, 4.666659115"
8046,8220,"49.570655686, 4.132933799"
8047,8430,"49.676518341, 4.579500889"
8049,8240,"49.446027985, 4.957194987"
8053,8140,"49.717119842, 5.028978798"
8062,8300,"49.539257313, 4.401767277"
8070,8190,"49.487391362, 4.190123718"
8071,8260,"49.815646159, 4.45378462"
8073,8290,"49.839352379, 4.255953601"
8080,8430,"49.584102941, 4.664961104"
8084,8190,"49.426135017, 4.062792072"
8101,8200,"49.759964542, 5.023484909"
8104,8400,"49.419323662, 4.594755074"
8116,8400,"49.508821336, 4.756360615"
8130,8400,"49.362102405, 4.615167855"
8136,8140,"49.705144001, 5.001611885"
8138,8110,"49.654005216, 5.230750733"
8143,8220,"49.633846688, 4.306187094"
8144,8300,"49.5170063, 4.428741857"
8149,8150,"49.805574884, 4.48463337"
8150,8300,"49.554455975, 4.28698196"
8169,8260,"49.819025247, 4.399580729"
8174,8200,"49.723049914, 4.932738702"
8178,8220,"49.66434896, 4.168498985"
8185,8170,"49.972721265, 4.660580645"
8186,8240,"49.433003467, 4.879669888"
8188,8700,"49.817719048, 4.844084776"
8189,8260,"49.85225908, 4.38636173"
8194,8200,"49.716790926, 4.905723377"
8195,8190,"49.510084613, 4.168533216"
8198,8250,"49.349582076, 4.850769735"
8210,8220,"49.606225732, 4.142884545"
8214,8170,"50.009224256, 4.79143599"
8215,8240,"49.439445156, 4.923341281"
8216,8090,"49.783685599, 4.612513341"
8225,8360,"49.526423473, 4.188327343"
8230,8090,"49.812638004, 4.668911657"
8242,8800,"49.902790977, 4.695570389"
8245,8250,"49.274634979, 4.887906328"
8246,8240,"49.352179374, 5.012878623"
8252,8210,"49.544407874, 5.079829914"
8260,8150,"49.81576892, 4.585786309"
8273,8260,"49.835119307, 4.426990757"
8274,8250,"49.313901044, 4.91980499"
8282,8260,"49.882704229, 4.432735439"
8286,8310,"49.43690848, 4.45032635"
8288,8270,"49.617897636, 4.398763757"
8291,8110,"49.659516516, 5.283406341"
8294,8140,"49.692879756, 4.996058416"
8297,8090,"49.835555457, 4.649651521"
8310,8250,"49.315240055, 4.784347498"
8313,8300,"49.502700107, 4.296681557"
8320,8310,"49.346649462, 4.392152639"
8329,8270,"49.596183024, 4.428563838"
8331,8350,"49.658681834, 4.92919096"
8333,8250,"49.35763664, 4.78278584"
8338,8310,"49.412658745, 4.500019407"
8347,8370,"49.636416765, 5.27543802"
8357,8450,"49.648689448, 4.993580198"
8367,8230,"49.931624443, 4.558484752"
8369,8220,"49.685042683, 4.306295812"
8370,8150,"49.784792829, 4.502023684"
8381,8190,"49.52070239, 4.135201353"
8382,8220,"49.725382916, 4.306195208"
8385,8090,"49.75872082, 4.775736589"
8387,8130,"49.57185723, 4.611989657"
8389,8460,"49.768285932, 4.574956215"
8397,8300,"49.399587614, 4.232173001"
8398,8130,"49.459486259, 4.592278617"
8400,8160,"49.659765116, 4.800101963"
8402,8270,"49.57639191, 4.507463929"
8408,8150,"49.859806441, 4.669730127"
8413,8220,"49.622200095, 4.187125185"
8418,8220,"49.617165356, 4.079835677"
8427,8300,"49.551321138, 4.371624656"
8429,8150,"49.808752573, 4.563376359"
8455,8400,"49.397931043, 4.60142978"
8456,8800,"49.873337072, 4.783690764"
8462,8130,"49.446072881, 4.548284572"
8465,8220,"49.690430032, 4.182650195"
8471,8390,"49.496114302, 4.88448103"
8478,8430,"49.627281897, 4.727656663"
8479,8430,"49.622352711, 4.564536519"
8482,8430,"49.663475488, 4.67863304"
8484,8310,"49.394093934, 4.446836426"
8490,8400,"49.414835162, 4.696807375"
9003,9300,"42.910104922, 1.900922894"
9006,9400,"42.816304472, 1.581326864"
9013,9000,"42.980750474, 1.633467115"
9018,9800,"42.947553939, 1.019991475"
9035,9800,"42.967660998, 1.017477618"
9045,9400,"42.879821581, 1.567667064"
9058,9400,"42.862952248, 1.619726635"
9062,9800,"42.837369269, 1.032045893"
9066,9000,"42.932173295, 1.512330043"
9070,9310,"42.785864667, 1.686835338"
9091,9160,"42.998095766, 1.03533477"
9092,9400,"42.842145416, 1.691085252"
9095,9800,"42.928618209, 1.048496687"
9097,9420,"43.036833941, 1.290987849"
9103,9120,"43.028633277, 1.588886462"
9107,9600,"43.025150073, 1.793143054"
9107,9600,"43.025150073, 1.793143054"
9107,9600,"43.025150073, 1.793143054"
9115,9600,"42.980685729, 1.844007575"
9116,9100,"43.128160039, 1.549222871"
9118,9420,"42.959440728, 1.353852223"
9122,9000,"42.96532903, 1.610242138"
9123,9350,"43.163652384, 1.241503621"
9129,9800,"42.945802438, 0.901161675"
9137,9120,"43.002057949, 1.679787823"
9143,9220,"42.787516271, 1.542931713"
9145,9100,"43.080171972, 1.738319141"
9146,9700,"43.213879109, 1.488720705"
9151,9130,"43.119838698, 1.423612747"
9155,9310,"42.768528463, 1.646420102"
9160,9300,"42.933861267, 1.84593803"
9164,9420,"43.008024269, 1.241602221"
9173,9120,"43.042824846, 1.55479991"
9175,9100,"43.119607899, 1.716391213"
9181,9290,"43.069224614, 1.34938518"
9182,9320,"42.872905226, 1.420836754"
9188,9400,"42.879971144, 1.643807621"
9190,9230,"43.090837694, 1.204741571"
9196,9240,"42.964525888, 1.412840287"
9200,9600,"42.978452093, 1.967383296"
9201,9200,"42.982911298, 1.092256503"
9202,9120,"43.075584201, 1.496439826"
9205,9350,"43.101009141, 1.2885481"
9211,9300,"42.842861462, 1.826913972"
9216,9240,"42.991700754, 1.435692065"
9219,9800,"42.926397756, 0.938732853"
9225,9100,"43.123521232, 1.615608034"
9230,9460,"42.68796665, 2.055910207"
9233,9600,"42.990832932, 1.82100195"
9235,9160,"43.030847465, 1.029169593"
9236,9000,"42.92171651, 1.601552051"
9238,9100,"43.091780854, 1.717537684"
9241,9400,"42.845696591, 1.49345848"
9242,9300,"42.941433512, 1.814931967"
9243,9600,"42.988413113, 1.887235978"
9250,9300,"42.961153827, 1.743507201"
9255,9100,"43.159730853, 1.547364092"
9273,9000,"42.966652355, 1.556969835"
9306,9400,"42.843958503, 1.612421236"
9309,9500,"43.097141943, 1.782934324"
9311,9110,"42.750660264, 1.799290889"
9312,9100,"43.104513506, 1.666209818"
9316,9500,"43.020863352, 1.887651437"
9323,9500,"43.101210964, 1.755904723"
9326,9310,"42.769607915, 1.718104484"
9327,9120,"42.997410072, 1.723820517"
9328,9310,"42.806367069, 1.692471804"
9329,9000,"42.992683348, 1.592672443"
9332,9340,"43.081222327, 1.661640397"
9334,9220,"42.782560518, 1.478353061"
9334,9220,"42.782560518, 1.478353061"
9335,9800,"42.949987094, 0.983668182"
9338,9130,"43.203197602, 1.433461269"
10004,10700,"48.586155215, 4.122952875"
10005,10140,"48.291580812, 4.485997306"
10010,10330,"48.543829581, 4.605903569"
10020,10400,"48.432494773, 3.560071962"
10023,10290,"48.387554065, 3.651967248"
10028,10210,"47.988635213, 4.198162523"
10037,10190,"48.19365785, 3.896988216"
10041,10110,"48.137019303, 4.512542077"
10050,10140,"48.283340383, 4.611412559"
10055,10110,"48.141600305, 4.362877752"
10058,10340,"47.969946724, 4.267029614"
10063,10500,"48.373272656, 4.547027066"
10065,10240,"48.477084633, 4.371307048"
10072,10500,"48.358327474, 4.670948328"
10076,10200,"48.125496157, 4.679576289"
10078,10140,"48.239094068, 4.413303588"
10087,10210,"47.953105496, 4.074163213"
10089,10510,"48.492853813, 3.836312283"
10093,10500,"48.358168402, 4.613675706"
10094,10330,"48.516231011, 4.566211455"
10096,10190,"48.217202265, 3.849208613"
10098,10210,"47.977215473, 4.112601235"
10099,10130,"48.014128603, 3.934187524"
10103,10200,"48.255347991, 4.803668209"
10108,10130,"48.025067132, 3.871501783"
10110,10270,"48.268480349, 4.225303291"
10115,10150,"48.342377085, 4.138757151"
10116,10320,"48.142414828, 4.019754946"
10118,10130,"47.993276254, 3.864286182"
10126,10200,"48.266332052, 4.608916307"
10128,10330,"48.520331438, 4.428040963"
10140,10130,"48.055721117, 3.904985426"
10145,10290,"48.329549116, 3.740055688"
10151,10280,"48.412648922, 3.887686454"
10162,10270,"48.220361006, 4.232668756"
10165,10220,"48.306390756, 4.32269509"
10174,10240,"48.543938813, 4.282326714"
10177,10320,"48.159459955, 3.998127894"
10178,10140,"48.284736298, 4.569985685"
10180,10330,"48.527352979, 4.622613528"
10182,10310,"48.116582369, 4.812429031"
10183,10140,"48.323575849, 4.588058779"
10198,10320,"48.160025431, 4.038894878"
10204,10320,"48.147004796, 4.064915176"
10207,10170,"48.550872764, 3.913268738"
10209,10270,"48.262906637, 4.276842381"
10216,10230,"48.674731957, 4.185253303"
10221,10500,"48.430724287, 4.601558476"
10228,10500,"48.355965005, 4.46069757"
10232,10110,"48.096141046, 4.404687505"
10237,10190,"48.308870215, 3.772334008"
10238,10140,"48.250969208, 4.346063953"
10242,10200,"48.204070156, 4.605624307"
10251,10130,"48.092759181, 3.96460556"
10265,10420,"48.303212448, 4.042120154"
10267,10240,"48.484879913, 4.299055553"
10268,10400,"48.496486907, 3.499682976"
10274,10170,"48.438943495, 3.822318968"
10285,10500,"48.433705999, 4.542318924"
10295,10110,"48.073462211, 4.355134972"
10300,10240,"48.436596722, 4.348697082"
10305,10170,"48.503309501, 4.023404647"
10306,10200,"48.232663103, 4.672661514"
10314,10240,"48.522532361, 4.304241911"
10316,10170,"48.531965025, 3.994323467"
10318,10290,"48.414002777, 3.648663345"
10321,10440,"48.280210582, 4.013998812"
10327,10500,"48.338490636, 4.575412649"
10328,10220,"48.34716252, 4.274023156"
10339,10350,"48.406273754, 3.776340838"
10340,10120,"48.253800134, 4.010816981"
10340,10120,"48.253800134, 4.010816981"
10344,10800,"48.239015119, 4.073249769"
10349,10180,"48.344167638, 3.981273555"
10350,10160,"48.163393268, 3.789815443"
10351,10100,"48.444458704, 3.689913462"
10352,10150,"48.356891506, 4.071939437"
10356,10170,"48.525727049, 3.874009954"
10361,10700,"48.47780891, 4.130878935"
10365,10700,"48.642897298, 4.018243484"
10369,10700,"48.673880618, 4.093469679"
10376,10140,"48.200873626, 4.438530575"
10386,10700,"48.63857426, 4.249590242"
10387,10000,"48.296733685, 4.078437147"
10394,10210,"47.999151083, 4.062025223"
10403,10200,"48.314414299, 4.679433202"
10422,10130,"48.088797685, 3.840435992"
10426,10310,"48.135836634, 4.771914884"
10428,10200,"48.33578338, 4.734416028"
10438,10110,"48.143513756, 4.578941068"
10439,10110,"48.098200494, 4.498235605"
10442,10150,"48.4601, 4.124647949"
10444,10160,"48.240439563, 3.626592658"
11003,11300,"43.044692688, 2.136515912"
11005,11290,"43.181792176, 2.23575246"
11010,11190,"42.962204778, 2.218972835"
11018,11290,"43.201263792, 2.204570916"
11020,11330,"42.926167193, 2.494425537"
11021,11140,"42.797894818, 2.240420594"
11022,11700,"43.273886088, 2.656798634"
11025,11600,"43.267903206, 2.448968345"
11026,11410,"43.330657967, 1.822818128"
11029,11580,"43.027975261, 2.34924495"
11040,11200,"43.148382232, 2.869838571"
11041,11120,"43.329764253, 2.871298132"
11045,11300,"42.995179266, 2.161667036"
11046,11300,"42.985507306, 2.123916015"
11054,11400,"43.410319445, 2.047603643"
11056,11160,"43.376481733, 2.47144573"
11061,11240,"43.12654046, 2.127550881"
11069,11000,"43.209415595, 2.343422135"
11069,11000,"43.209415595, 2.343422135"
11071,11360,"42.980494691, 2.74761188"
11074,11320,"43.426896638, 1.865228078"
11078,11300,"43.02051865, 2.126242774"
11083,11220,"43.064409815, 2.562724531"
11088,11570,"43.178421567, 2.359726121"
11093,11140,"42.787099136, 2.173274803"
11101,11500,"42.863482009, 2.119536822"
11104,11140,"42.701619905, 2.230073454"
11115,11390,"43.39051813, 2.279155924"
11122,11700,"43.179962504, 2.611831566"
11124,11360,"42.997691243, 2.812591497"
11127,11140,"42.731816612, 2.131796976"
11130,11340,"42.8427984, 2.025744893"
11140,11200,"43.143050322, 2.738891754"
11141,11240,"43.152748102, 2.09057897"
11142,11300,"42.961693007, 2.116074575"
11145,11560,"43.214898429, 3.175618889"
11146,11800,"43.179033117, 2.484793831"
11147,11140,"42.769020393, 2.081975757"
11157,11360,"42.96127233, 2.871147707"
11159,11270,"43.200784525, 1.883060705"
11169,11250,"43.074623241, 2.393693979"
11187,11330,"42.966526254, 2.486174619"
11194,11600,"43.326248522, 2.379425716"
11195,11400,"43.260448957, 1.994263175"
11197,11300,"43.096680661, 2.169484528"
11204,11240,"43.094524292, 2.001728064"
11208,11410,"43.267358025, 1.749677992"
11212,11120,"43.307330447, 2.829912913"
11214,11300,"43.061168845, 2.167509921"
11216,11300,"43.117655664, 2.184346138"
