adresse1,codePostal,codeInsee,commune,longitude,latitude,carriere,eolienne,industrie,prioriteNationale,statutSeveso,ied,etatActivite,regimeVigueur,siret,type,mise_en_demeure,name,codeNaf,adresse2,adresse3
,42670,42015,BELMONT DE LA LOIRE,4.350449,46.173842,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,32451134400016,BOVINS,False,GAEC DE ST CLAUDE,,ST. CLAUDE,
Tré le Crêt,39400,39297,LONGCHAUMOIS,5.92751,46.466369,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,82782408700015,PORCS,False,EARL BON PORC DU HAUT JURA,,,
Les Loges,49110,49218,MONTREVAULT SUR EVRE,-1.156879,47.256101,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44139673600015,PORCS,False,BRANGER-LEFORT (GAEC),,LE PUISET DORE (49600),
Grosfoils,49110,49218,MONTREVAULT SUR EVRE,-0.890948,47.276521,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,82811489200015,BOVINS,False,LOVAL (GAEC),,ST QUENTIN EN MAUGES,
La Commanderie,49110,49218,MONTREVAULT SUR EVRE,-0.934115,47.276759,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,32162886900018,BOVINS,False,DEUX CHEMINS (EARL DES),,CHAUDRON EN MAUGES,
La Grande Chauvinière,49110,49218,MONTREVAULT SUR EVRE,-0.925718,47.269697,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,34443162200010,BOVINS,False,CHENE MORINIERE (EARL),,CHAUDRON EN MAUGES,
Le Port Moreau - Les Petites Aulnaies,49330,49170,JUVARDEIL,-0.484924,47.649719,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,VOLAILLES,False,HENDRIX GENETICS TURKEYS FRANCE (SAS),,,
La Marmitière,49110,49218,MONTREVAULT SUR EVRE,-0.956234,47.282153,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,49792911700016,PORCS,False,MARMITIERE (SCEA DE LA),,CHAUDRON EN MAUGES,
310 Le Plessis Fleuri,49110,49218,MONTREVAULT SUR EVRE,-1.13425,47.220139,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42973903000014,BOVINS,False,TISON Patricia,,LA CHAUSSAIRE,
La Chohonnière,49110,49218,MONTREVAULT SUR EVRE,-1.147708,47.216719,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41213262300015,PORCS,False,PASQUEREAU (SCEA),,LA CHAUSSAIRE,
"403, Le Val d'Evre - La Gaudinière",49110,49218,MONTREVAULT SUR EVRE,-1.037084,47.204925,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,39956003600010,VOLAILLES,False,ELEVAGE AVICOLE DU VAL D'EVRE (EARL),,LE FIEF SAUVIN (49600),
Le Bréau,49110,49218,MONTREVAULT SUR EVRE,-1.025343,47.226725,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40443503400016,PORCS,False,MENHIR (EARL LE),,LE FIEF SAUVIN (49600),
Le Bois Morin,49600,49023,BEAUPREAU EN MAUGES,-1.124871,47.21483,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,84856541200014,PORCS,False,ELEVAGE MENARD (GAEC),,GESTE,
La Paillerie,49110,49218,MONTREVAULT SUR EVRE,-1.057872,47.191875,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,31814958000017,VOLAILLES,False,PAILLERIE (EARL DE LA),,LE FIEF SAUVIN (49600),
La Morlière,49450,49301,SEVREMOINE,-1.082168,47.025522,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,37941590400018,BOVINS,False,BAUMARD (EARL),,TORFOU (49660),
Les Sources - Le Bois Vert,49520,49248,OMBREE D'ANJOU,-1.013773,47.676491,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,43908437700019,BOVINS,False,SOURCES (GAEC DES),,LE TREMBLAY (49420),
La Mussetière,49110,49218,MONTREVAULT SUR EVRE,-1.061191,47.303079,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44937336400016,BOVINS,False,GAEC DE LA MUSSETIERE,,ST PIERRE MONTLIMART,
La Massonnière,49110,49218,MONTREVAULT SUR EVRE,-1.038227,47.305377,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44779618600024,VOLAILLES,False,ORCHIDEE (EARL DE L'),,ST PIERRE MONTLIMART,
Le Chapitre,49110,49218,MONTREVAULT SUR EVRE,-1.067436,47.281965,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34513994300012,PORCS,False,CHAPITRE (EARL DU),,ST REMY EN MAUGES,
Le Fallais,49110,49218,MONTREVAULT SUR EVRE,-0.995591,47.267607,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,33832948500019,BOVINS,False,FALLAIS (GAEC DU),,LA SALLE ET CHAPELLE AUBRY,
Barot,49110,49218,MONTREVAULT SUR EVRE,-0.955045,47.235096,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39052738000013,BOVINS,False,BAROT (EARL DE),,LA SALLE ET CHAPELLE AUBRY,
"1108, La Haute Berchetière",49110,49218,MONTREVAULT SUR EVRE,-0.940972,47.24386,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39932178500012,VOLAILLES,False,BERCHETIERE (EARL DE LA),,LA SALLE ET CHAPELLE AUBRY,
547 RUE DE VIEUX BERQUIN,59232,59615,VIEUX BERQUIN,2.607234,50.707261,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,82803446200014,PORCS,False,SARL BURET,01,,
656  Rte   DU SEC BOIS,59232,59615,VIEUX BERQUIN,2.618704,50.707763,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,49452875500015,PORCS,False,SCEA DEPUYDT FERME DE MOLEGHEM,,,
2378 R.DE MERVILLE,59232,59615,VIEUX BERQUIN,2.640143,50.670174,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42881397600019,PORCS,False,ROLIN CLAUDIE,,,
LA BROUSSE,22230,22122,LAURENAN,-2.534876,48.201441,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42935298200012,PORCS,False,GAEC DU BIGNON,,,
La Barraque,43450,43088,BLESLE,3.214262,45.314227,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,49143938600013,PORCS,False,GLYCINES BLEUES (GAEC DES),,,
Boisseuges,43450,43088,ESPALEM,3.236384,45.297452,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41121020600016,PORCS,False,AVININ Gilles,01,,
NEUVILLE,36340,36056,CLUIS,1.716565,46.540986,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38511079600013,PORCS,False,SCEA DE NEUVILLE,,,
NEUVILLE,36340,36056,CLUIS,1.724802,46.540907,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41385387000017,PORCS,False,EARL DU VIADUC,,,
La Tourrière,44110,44112,NOYAL SUR BRUTZ,-1.345459,47.787953,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,75115788400014,BOVINS,False,SCEA DES ARDOISIERES,,,
La Maison Neuve,49600,49023,BEAUPREAU EN MAUGES,-0.865265,47.228645,False,False,False,True,Non Seveso,False,En exploitation avec titre,Autorisation,,PORCS,False,PIRON (EARL),,LA POITEVINIERE (49510),
L'Aulnay Neuf,49600,49023,BEAUPREAU EN MAUGES,-0.936011,47.228362,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,PORCS,False,POTERIE (GAEC DE LA),,,
Les Hayes,49600,49023,BEAUPREAU EN MAUGES,-0.937125,47.174394,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,82800154500015,PORCS,False,PORCI ELEVAGE (SCEA),,15 Rue du Pontreau - ANDREZE,
La Roche,49600,49023,BEAUPREAU EN MAUGES,-0.936723,47.164195,False,False,False,False,Non Seveso,False,En fin d'exploitation,Enregistrement,41033258900010,PORCS,False,EARL ROCHEPORC,,ANDREZÉ,
Les Ragonnières,49600,49023,BEAUPREAU EN MAUGES,-0.963309,47.224042,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,PORCS,False,RAGONNIERES (EARL DES),,BEAUPREAU,
Les Grandes Places,49600,49023,BEAUPREAU EN MAUGES,-1.008035,47.212182,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,31999663300016,BOVINS,False,GRANDES PLACES (EARL LES),,,
La Billaudière,49600,49023,BEAUPREAU EN MAUGES,-0.947337,47.225462,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,BOVINS,False,CHEVAL BLANC (GAEC LE),,BEAUPREAU,
La Houssaye,49600,49023,BEAUPREAU EN MAUGES,-0.957733,47.198813,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,43449598200010,PORCS,False,BENETEAU Dominique,,,
Le Noyer,49600,49023,BEAUPREAU EN MAUGES,-0.994663,47.235549,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38786125500017,PORCS,False,NOYER (SCEA LE),,,
Beaulieu,49600,49023,BEAUPREAU EN MAUGES,-0.963838,47.207537,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,32733549300018,VOLAILLES,False,GOUBAUD (ETS),,BEAUPRÉAU,
Le Mesnil,49600,49023,BEAUPREAU EN MAUGES,-0.953794,47.215209,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42279308300011,PORCS,False,GALLARD POUIVET (EARL),,BEAUPREAU,
2 bis La Foulonnière,49600,49023,BEAUPREAU EN MAUGES,-1.022766,47.164714,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,53279288400027,PORCS,False,EARL DES 4 SAISONS,,LA CHAPELLE DU GENET,
La Breffière,49600,49023,BEAUPREAU EN MAUGES,-1.106565,47.202436,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41421425400016,PORCS,False,BREFFIERE (SCEA),,GESTÉ,
Le Hamonay,49600,49023,BEAUPREAU EN MAUGES,-0.826737,47.166614,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38826103400010,BOVINS,False,ALLIANCE ÉLEVAGE (GAEC),,JALLAIS (49510),
Pied Tribert,49600,49023,BEAUPREAU EN MAUGES,-0.876705,47.161967,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,43416145100019,PORCS,False,BOIS BODARD (GAEC DU),,LA JUBAUDIERE,
La Maison Neuve,49600,49023,BEAUPREAU EN MAUGES,-0.812918,47.24727,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,41195139500010,VOLAILLES,False,LOISEAU Jocelyn,,JALLAIS (49510),
704 La Sablière,49600,49023,BEAUPREAU EN MAUGES,-0.901837,47.257416,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,32567641900014,BOVINS,False,SABLIERE (EARL DE LA),,LE PIN EN MAUGES (49110),
LA REBOURSERIE,49600,49023,BEAUPREAU EN MAUGES,-0.913422,47.27069,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,31487026200016,PORCS,False,EARL REBOURSERIE,,LE PIN EN MAUGES (49110),
Les Forges,49600,49023,BEAUPREAU EN MAUGES,-0.895902,47.24368,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,47767945000015,PORCS,False,BLOND LES FORGES (GAEC),,LE PIN EN MAUGES (49110),
RUE DES ECOLES,78125,78077,LA BOISSIERE ECOLE,1.66619,48.689939,False,False,False,True,Non Seveso,False,En exploitation avec titre,Enregistrement,30303266800012,BOVINS,False,FERME DE LA TREMBLAYE,68,,
VILLEMAIN,22680,22055,BINIC - ETABLES SUR MER,-2.852358,48.615786,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40411455500018,PORCS,False,EARL L HOTELIER,,,
La Deslière,44110,44218,VILLEPOT,-1.310483,47.78053,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,38132112400012,BOVINS,False,GAEC COTTREL Frères,,,
La Berhaudière,44110,44218,VILLEPOT,-1.310569,47.782249,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,83540527500016,PORCS,False,EARL MSB,,,
La Trécouyère,44110,44218,VILLEPOT,-1.288136,47.764928,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,39106865700017,PORCS,False,GAEC DE LA TRECOUYERE,,,
Le Grand Village,85140,85084,ESSARTS EN BOCAGE,-1.223248,46.804272,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,,PORCS,False,EARL DROUIN EMMANUEL,,LES ESSARTS,
Sainte Marie des Anges,85140,85084,ESSARTS EN BOCAGE,-1.25015,46.810737,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,33013155800018,PORCS,False,GAEC AMIAUD MANDIN,,LES ESSARTS,
GRISSAY,85140,85084,ESSARTS EN BOCAGE,-1.189214,46.770164,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,,PORCS,False,EARL GRISS'FARM,,LES ESSARTS,
"31, rue Elisabeth de Montsorbier",85140,85084,ESSARTS EN BOCAGE,-1.298173,46.787318,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,38052161700023,BOVINS,False,GAEC LE PASSAGE FLEURI,,BOULOGNE,
LA TOUCHE BELLEVUE,85140,85084,ESSARTS EN BOCAGE,-1.204853,46.778077,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40530988100010,PORCS,False,EARL CHAILLOU,,LES ESSARTS,
LA GROLLIERE,85140,85084,ESSARTS EN BOCAGE,-1.202167,46.756129,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,50189770600013,VOLAILLES,False,GAEC LES TROIS SITES (SITE LA GROLLIERE),,LES ESSARTS,
LA RABALLE,85140,85084,ESSARTS EN BOCAGE,-1.262943,46.760525,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,75087101400015,VOLAILLES,False,EARL BATICOLE GRELIER,,LES ESSARTS,
11 LES PETITES ROUSSIERES,85140,85084,ESSARTS EN BOCAGE,-1.229091,46.820405,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,41294926500018,VOLAILLES,False,EARL LANDRIO,,LES ESSARTS,
65 LA THIBAUDIERE,85140,85084,ESSARTS EN BOCAGE,-1.251476,46.75233,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,38985048800039,VOLAILLES,False,EARL LAVIGERME,,LES ESSARTS,
LA CHAUVINIERE,85140,85084,ESSARTS EN BOCAGE,-1.255257,46.795165,False,False,False,False,Non Seveso,False,En fin d'exploitation,Autorisation,50273341300012,VOLAILLES,False,EARL RCP,,LES ESSARTS,
LE MOULIN DE LA RABALLE,85140,85084,ESSARTS EN BOCAGE,-1.262987,46.764924,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,84485636900013,VOLAILLES,False,BORDRON Quentin (Site La Raballe),01,LES ESSARTS,
LA MARTINIERE,85140,85084,ESSARTS EN BOCAGE,-1.263537,46.782261,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,84485636900013,VOLAILLES,False,BORDRON Quentin (site la Martinière),01,LES ESSARTS,
LE CHAMP BLANC,85140,85084,ESSARTS EN BOCAGE,-1.112855,46.761366,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,45239380400011,PORCS,False,SCEA GUILLOTEAU,,L OIE,
LES LANDES,85140,85084,ESSARTS EN BOCAGE,-1.128591,46.805359,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,,VOLAILLES,False,ETS DAVIET(LES LANDES),,L OIE,
L'HOPITEAU,85140,85084,ESSARTS EN BOCAGE,-1.116912,46.763646,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,39003490800017,VOLAILLES,False,REVEILLER Patrice,,L OIE,
Les Landes,85140,85084,ESSARTS EN BOCAGE,-1.135014,46.799719,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,51023912200011,VOLAILLES,False,EARL LE FOUGERAIS,,L OIE,
LES MURAILLES,85140,85084,ESSARTS EN BOCAGE,-1.137679,46.794213,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,51971047900014,VOLAILLES,False,EARL LES MURAILLES,,L OIE,
LE BEIGNON,85140,85084,ESSARTS EN BOCAGE,-1.146784,46.784525,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,45020743600012,BOVINS,False,EARL le Veau du Beignon,,STE FLORENCE,
Le Verniol,18140,18224,ST MARTIN DES CHAMPS,2.92552,47.195209,False,False,False,False,Non Seveso,False,En fin d'exploitation,Enregistrement,44432401600013,VOLAILLES,False,BOULMIER Eric,,,
La Limouzinière,85140,85064,CHAUCHE,-1.25813,46.835563,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,33465508100019,VOLAILLES,False,GAEC BARON,,,
LA VERGNE,85140,85064,CHAUCHE,-1.294026,46.821793,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,31894809800013,VOLAILLES,False,GAEC CHAUVIN,,,
LE PUYTIREAU,85140,85064,CHAUCHE,-1.283172,46.827563,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,33358420900014,BOVINS,False,SCEA DRAPEAU,,,
LE VIEUX TREHAN,85260,85038,LES BROUZILS,-1.373004,46.870756,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,31931026400019,BOVINS,False,GAEC L'EPIARDIERE,,,
LE BOUCHOLET,85140,85064,CHAUCHE,-1.281492,46.813135,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,,PORCS,False,GAEC LES BOUILLERES(Rousseau Pierre),,,
LA MORELIERE,85140,85064,CHAUCHE,-1.209641,46.843597,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,33881888300013,VOLAILLES,False,EARL LES EPINARDS (SITE LA MORELIERE),,,
5  LA BROSSETTE,85140,85064,CHAUCHE,-1.303366,46.830226,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,48089295900010,VOLAILLES,False,BARRANGER MARTINE,,,
LES LANDES JARRIES,85140,85064,CHAUCHE,-1.291719,46.816225,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,90972722400018,VOLAILLES,False,GAEC LES 3 SOURCES,,,
LE MAROC,85140,85064,CHAUCHE,-1.270626,46.828733,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,VOLAILLES,False,GAEC LES DEUX HAMEAUX (SITE LE MAROC),,,
LES GRANDES ROUSSIERES,85140,85064,CHAUCHE,-1.239167,46.820592,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,49453334200015,VOLAILLES,False,GAEC LES GRANDES ROUSSIERES,,,
"Mm COURSIERE Mickaël, sébastien",61570,61055,BOUCE,-0.112631,48.642131,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40917692200014,BOVINS,False,GAEC DE LA CROISIERE,,La Goulafrière,
PEN LAN KERDAVID,22340,22157,LE MOUSTOIR,-3.48638,48.283669,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,83476518200011,PORCS,False,BOULVEN MARTIAL,,,
LA ROSE DES VENTS,85510,85031,LE BOUPERE,-0.917243,46.776031,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39441014600010,PORCS,False,GAEC LA ROSE DES VENTS,,,
LE BAS DU HAZARD,59190,59416,MORBECQUE,2.536806,50.700755,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41473479800047,PORCS,False,GENES DIFFUSION,,,
LA SEIGNE NOYER,71170,71120,CHAUFFAILLES,4.320216,46.196406,False,False,False,False,Non Seveso,False,En fin d’exploitation,Enregistrement,31853903800022,VOLAILLES,False,GONACHON CHRISTIAN,01,,
L'AURITIERE,85140,85142,LA MERLATIERE,-1.311222,46.76718,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,44150920500015,VOLAILLES,False,SCEA AVILOR,,,
,67260,67435,SARREWERDEN,7.072183,48.904038,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,48167428100011,BOVINS,False,GAEC DU VIEUX CHATEAU D'EAU,,Ferme  Weiherrat - ZOLLINGEN,
LD KERNEVEZ,29290,29119,LANRIVOARE,-4.655512,48.450347,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,88273406400018,PORCS,False,EARL DE KERNEVEZ,01,,
LIEU DIT VERVIER,71170,71110,CHASSIGNY SOUS DUN,4.285567,46.250794,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42119644500017,PORCS,False,GAEC LE PORC BRIONNAIS,01,,
LA FAUCONNIERE,85140,85246,ST MARTIN DES NOYERS,-1.189988,46.705314,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,49446442300016,PORCS,False,EARL LA FAUCONNIERE,,,
10 LA COUAIRE,85140,85246,ST MARTIN DES NOYERS,-1.166998,46.734158,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,41774163400022,VOLAILLES,False,EARL FRAPPIER,,,
LA BRENNETIERE,85140,85246,ST MARTIN DES NOYERS,-1.228797,46.70361,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,53872824700015,PORCS,False,EARL LA BRENNETIERE,01,,
LES TOUCHES,85140,85246,ST MARTIN DES NOYERS,-1.230804,46.738423,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,34040536400019,VOLAILLES,False,EARL LE COIN,,,
LES TOUCHES,85140,85246,ST MARTIN DES NOYERS,-1.233055,46.737691,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,38329097000029,VOLAILLES,False,LAMARCHE QUINZINHO ex ROUSSELOT ANITA,,,
LE CHENE ROND,85140,85246,ST MARTIN DES NOYERS,-1.184217,46.711891,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,VOLAILLES,False,SASU LES CAPUCINES,,,
30 LA GARMITIERE,85140,85246,ST MARTIN DES NOYERS,-1.210642,46.696659,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,51892010300018,VOLAILLES,False,EARL  CANA'DELISS,,,
SAINT PAUL,85140,85246,ST MARTIN DES NOYERS,-1.23438,46.723251,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41295036200019,VOLAILLES,False,ROUSSELOT SERGE,,,
La Richerie,44680,44164,ST HILAIRE DE CHALEONS,-1.885898,47.092223,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,32828584600023,BOVINS,True,GAEC DE LA RICHERIE,,,
La Charpenterie,44680,44164,ST HILAIRE DE CHALEONS,-1.88572,47.103073,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,41353763000019,BOVINS,False,CHAUVET Joseph,,,
SAINT AMAND,22340,22163,PAULE,-3.447993,48.197409,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,79064031200019,VOLAILLES,False,CANSOT CHRISTOPHE,,,
LE LESTROU,22340,22163,PAULE,-3.449523,48.257432,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,80253727400028,PORCS,False,EARL SMITS,01,,
KERLOGUENNIC,22340,22163,PAULE,-3.453485,48.228119,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,78987918600029,VOLAILLES,False,PEURON ERWAN,,,
Malvoisine,49380,49345,BELLEVIGNE EN LAYON,-0.51896,47.226326,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,52882617500010,BOVINS,False,VOIE LACTEE (SCL LA),,FAVERAYE MACHELLES,
La Deniserie,49380,49345,BELLEVIGNE EN LAYON,-0.503856,47.216232,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,35050100300015,BOVINS,False,DENISERIE (GAEC DE LA),,FAVERAYE MACHELLES,
La Raimbaudière,49380,49345,BELLEVIGNE EN LAYON,-0.600437,47.267197,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,BOVINS,False,REULIER BODY BONDU (GAEC),,CHAMP SUR LAYON,
LES FORTUMES,18360,18041,LA CELETTE,2.540324,46.642707,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41803195100019,VOLAILLES,False,EARL LES FORTUMES,01,,
LES BAVARDIES,12220,12108,GALGAN,2.167098,44.487799,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,33314529000016,BOVINS,False,GAEC DES BAVARDIES,01,,
SOLIGNAC,12220,12148,MONTBAZENS,2.195638,44.495474,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39191026200016,PORCS,False,EARL DU REDOUNDOU,01,,
Le Rosay,44680,44186,STE PAZANNE,-1.854232,47.07412,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,43047721600013,BOVINS,False,GAEC DU CLOS BRUNOS,,,
KERILIS,22340,22202,PLEVIN,-3.500339,48.2295,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40062398900011,PORCS,False,SARL LORVELLEC DANIEL,,,
KERVOALZE,22340,22202,PLEVIN,-3.540526,48.215802,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,81876150400021,VOLAILLES,False,QUEMENER DAVID,01,,
,40190,40255,ST CRICQ VILLENEUVE,-0.346511,43.894978,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41911697500014,VOLAILLES,False,SCEA DE JOUANAS - RANDE MICHEL,,318 CHEMIN JOUANAS,
LA RIALE,12350,12091,DRULHE,2.160834,44.459916,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39074252600010,PORCS,False,GAEC DES DEUX FERMES,01,,
L'Isle,89700,89423,TRONCHOY,3.950683,47.925881,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,VOLAILLES,False,GIRARD Anthony,,,
Le Drouillet,44680,44178,ST MARS DE COUTAIS,-1.747255,47.102046,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41848281600018,PORCS,False,EARL DU DROUILLET,,,
LE C HRA,22340,22137,MAEL CARHAIX,-3.397255,48.296747,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,45319868100018,BOVINS,False,GAEC TY MEIGNE,01,,
KERANFLECH,22110,22061,GLOMEL,-3.399461,48.257306,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42781112000018,VOLAILLES,False,BERTRAND LENAICK,,,
SCUBERIOU,22110,22087,KERGRIST MOELOU,-3.351918,48.274877,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,35131052900026,BOVINS,False,GAEC DE LA FRISE,,,
LE PLESSIS,22340,22137,MAEL CARHAIX,-3.381388,48.309024,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,49159776100015,BOVINS,False,GAEC DE LA VALLEE DU PLESSIS,,,
KEROUALET,22340,22137,MAEL CARHAIX,-3.428023,48.295121,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,82159739000011,VOLAILLES,False,EARL KER AR YAR,01,,
LIEU DIT LES COMBES,71170,71428,ST IGNY DE ROCHE,4.307778,46.193641,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40120166000016,BOVINS,False,EARL PALMILAIT,01,,
,71170,71428,ST IGNY DE ROCHE,4.308781,46.179715,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41939517300018,VOLAILLES,False,EARL BOUCAUD HERVE ET FRANCOISE,,LES TREVES,
LES FORGES,18360,18278,VESDUN,2.422976,46.573238,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44806821300017,BOVINS,False,GAEC DES MONTBELIARDES,01,,
