adresse1,codePostal,codeInsee,commune,longitude,latitude,carriere,eolienne,industrie,prioriteNationale,statutSeveso,ied,etatActivite,regimeVigueur,siret,type,mise_en_demeure,name,codeNaf,adresse2,adresse3
FERME DE FLASSY,89520,89331,SAINPUITS,3.257254,47.491203,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38132669300011,PORCS,False,GAEC DES BOURRYS,,,
Pech Louis,81220,81266,ST PAUL CAP DE JOUX,1.988077,43.63922,False,False,False,False,Non Seveso,False,En fin d'exploitation,Autorisation,32841163200024,PORCS,False,GAEC PORC D'ALGRES,,,
LE HAMEL LELEGARD,50410,50393,PERCY-EN-NORMANDIE,-1.225119,48.913919,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,87966212000010,BOVINS,False,GAEC FERME H ET L,01,,
,50410,50393,PERCY EN NORMANDIE,-1.187543,48.950369,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42333815100016,BOVINS,False,BINOUDIERE (GAEC DE LA),,La Binoudière,
,50410,50393,PERCY EN NORMANDIE,-1.253302,48.918864,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40832313700013,BOVINS,False,BOCAGE (GAEC DU),,LE HAMEL AUX LOUVEAUX,
LA POMMERAIE - LA MARCHE - LE BIGNON,22250,22348,TREDIAS,-2.214142,48.363961,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39137140800017,PORCS,False,EARL DE LA POMMERAIE,01,,
Campagnot et Au Pout,32300,32278,MONTAUT,0.412539,43.398588,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,49522168100010,BOVINS,False,SCL DE CATALOUNE,,,
LA VILLE AU ROUX,22190,22187,PLERIN,-2.784323,48.536948,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,53907031800016,PORCS,False,EARL LA VILLE AU ROUX,,,
GOUE,53240,53222,ST GERMAIN D ANXURE,-0.760673,48.211774,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41862794900013,PORCS,False,EARL L'HOUTELLIER,01,,
RD 933,64390,64435,OSSERAIN RIVAREYTE,-0.951484,43.372238,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38963216700018,PORCS,False,EARL BAILE,,,
,50410,50637,VILLEBAUDON,-1.153564,48.958198,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34375954400038,BOVINS,False,2 L'oiselière (GAEC),,2 L'Oiselière,
LIEU DIT LES OUDOTS,71760,71280,MARLY SOUS ISSY,3.940625,46.73252,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,80090407000011,BOVINS,False,GAEC POTIGNON,01,,
LA HOUDAIRIE,53240,53225,ST GERMAIN LE GUILLAUME,-0.837532,48.199103,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,48909441700024,BOVINS,False,GAEC HOUDAIRIE 2 (DE LA),01,,
Kermerrien,29360,29031,CLOHARS CARNOET,-3.565109,47.788161,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,48025614800010,PORCS,False,EARL SEAC'H,01,,
"20, LA TOUCHE AUX POISSONS",35440,35094,DINGE,-1.725515,48.351986,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,90928672600015,BOVINS,False,GAEC DU VIEUX FOUR,,,
Lan Ar C'Hoat,29350,29150,MOELAN SUR MER,-3.612257,47.833147,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,85112656500015,PORCS,False,LAN AR C'HOAT,70,,
,50410,50295,MAUPERTUIS,-1.20573,48.958836,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,38281379800016,BOVINS,False,LA FERME DES L (GAEC),,1 La Girardière,
LES PESCHELLERIES,53240,53031,LA BIGOTTIERE,-0.777348,48.197333,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,50366379100013,BOVINS,False,GAEC PESCHELLERIES (DES),01,,
LA FURONNIERE,53240,53031,LA BIGOTTIERE,-0.806834,48.232122,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,33879794700011,PORCS,False,POUTEAU VINCENT (FILS),01,,
LA FENERIE,53240,53031,LA BIGOTTIERE,-0.812153,48.221582,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34840265200013,BOVINS,False,GAEC FENERIE BOURIGNE,01,,
LA LOUVRIE,53240,53031,LA BIGOTTIERE,-0.797641,48.221112,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,49447476000019,PORCS,False,EARL LOUVRIE (LA),01,,
LA PLACE FOUCAUD,53240,53031,LA BIGOTTIERE,-0.789099,48.195857,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,37922419900016,BOVINS,False,EARL GRAND JOIGNE (DU),01,,
1 RTE DE LA CREUSE VOIE,89116,89388,SEPEAUX ST ROMAIN,3.247291,47.944928,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,78968203600015,PORCS,False,SCEA DU DEMI POTEN,01,,
Loran,32300,32393,ST MAUR,0.366119,43.4896,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39978808200010,BOVINS,False,GAEC DE LORAN,01,,
,50410,50338,MONTBRAY,-1.096602,48.897738,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,BOVINS,False,ACTEA (SCEA),,La Maheudière,
,50410,50338,MONTBRAY,-1.114952,48.871065,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,49119644000011,BOVINS,False,VILLAGES (SCL DES),,La Métairie,
,50410,50338,MONTBRAY,-1.097401,48.88794,False,False,False,False,Non Seveso,False,En exploitation sans titre,Enregistrement,40479701100024,BOVINS,False,LIGNEUL PIERRE,,La Daudrière,
LA CHENEVETTERIE,53240,53179,PLACE,-0.750831,48.25247,False,False,False,True,Non Seveso,False,En exploitation avec titre,Autorisation,84154867000014,BOVINS,False,GAEC CHENES (DES),01,,
LES NOISETTES,53240,53179,PLACE,-0.764912,48.240753,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,48919009000014,PORCS,False,GAEC NOISETTES (DES),01,,
LA PIOCHERE,53240,53015,LA BACONNIERE,-0.87402,48.168614,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34958002700044,BOVINS,False,GAEC BEAUX JOURS (DES),01,,
LA BOULONNIERE,53240,53005,ANDOUILLE,-0.81723,48.168637,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,32754452400017,BOVINS,False,GAEC GIRAULT,01,,
LA BARBURE,53240,53005,ANDOUILLE,-0.789857,48.183339,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,32766680600010,BOVINS,False,EARL BARBURE (DE),01,,
,50410,50234,LA HAYE BELLEFOND,-1.19555,48.974006,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41395576600014,BOVINS,False,DU HAMEL VALOIS (EARL),,LE HAMEL VALOIS,
,50410,50234,LA HAYE BELLEFOND,-1.18121,48.977344,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34903989100016,BOVINS,False,ALLIET(GAEC),,LA GRANDE HULOTIERE,
,50410,50234,LA HAYE BELLEFOND,-1.171829,48.985226,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,,PORCS,False,LEBOUCHER ALAIN,,LA BASSE VALLEE,
,35520,35173,MELESSE,-1.694649,48.215617,False,False,False,False,Non Seveso,False,En fin d'exploitation,Autorisation,35353899400016,PORCS,False,EARL BESNARD,,LA HERQUINIERE,
L'Aspasière,61340,61309,PERCHE EN NOCE,0.775092,48.358594,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,34372272400014,VOLAILLES,False,EARL L'ASPASIERE,,DANCE,
LA REVAUDIERE,61340,61309,PERCHE EN NOCE,0.783366,48.368965,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,44946181300015,PORCS,False,BACLE YVES,,DANCE,
LES FAUX,61340,61309,PERCHE EN NOCE,0.643639,48.392146,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,35389359700016,PORCS,False,EARL ST JEAN,,ST JEAN DE LA FORET,
COAT MENAC'H,29260,29198,PLOUIDER,-4.273991,48.586879,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,34499894300015,PORCS,False,EARL LAURENT,01,,
,50850,50200,GER,-0.835506,48.655573,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34418761200017,PORCS,False,LECOMTE (EARL),,La Croix Lecomte,
,50850,50200,GER,-0.748158,48.677687,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41032244000018,BOVINS,False,DUTERTRE-VIEVAL,,La Haute Gasnerie,
,50850,50200,GER,-0.760603,48.666588,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44026353100012,PORCS,False,33 RUE DU BOCAGE (GAEC),,33 La Gasnerie,
,50850,50200,GER,-0.824239,48.658943,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,PORCS,False,DUMAINE DANIEL,,La Bouchardière,
,50850,50200,GER,-0.790594,48.677092,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40016010700019,PORCS,False,FILLATRE SYLVIE,,L ESSART,
1033 route du plan,38300,38512,TRAMOLE,5.276785,45.524823,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40271408300019,PORCS,False,DE L AGNY (GAEC),,,
,89116,89133,CUDOT,3.17777,47.995891,False,False,False,False,Non Seveso,False,En fin d'exploitation,Enregistrement,40800115400017,VOLAILLES,False,EARL LEAU DES SAULETS,,5 les Saulets,
,50850,50193,LE FRESNE PORET,-0.819257,48.711125,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,53414576800014,BOVINS,False,EARL de la petite vallée,,la petite vallée,
LA PEUVRIE,37370,37274,VILLEBOURG,0.516183,47.645295,False,False,False,True,Non Seveso,False,En fin d’exploitation,Autorisation,80450988300026,BOVINS,False,MONSIEUR FLORIAN LEROY,01,,
"SABRAS Alain, Maryse",61340,61043,BERD HUIS,0.749095,48.337123,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41502857000018,PORCS,False,EARL DE L'ALYSE,,La Grande Vianderie,
BROUARD,61340,61043,BERD HUIS,0.730286,48.347853,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,31446826500017,PORCS,False,EARL DE LA HALLERIE,,,
4 route de Falaise,14700,14467,NORON L'ABBAYE,-0.23149,48.896461,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,52190271800019,BOVINS,False,GAEC DU VAL DU JAGEOLET,01,,
99 RUE GEROGES CLEMENCEAU,85770,85303,VIX,-0.852334,46.360107,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44823829500019,BOVINS,False,EARL LE CLOUZY,,LE CLOUZY,
8 RUE DES TERRIERES,85770,85303,VIX,-0.865616,46.358449,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,78851753000010,VOLAILLES,False,EARL LES TERRIERES,,,
La Douterie,37370,37041,BUEIL EN TOURAINE,0.543764,47.606021,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,48006019300012,PORCS,False,SCEA LA TOURANGELLE,,,
Ferme Cense Rouge,51270,51163,CONGY,3.799983,48.863475,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38148103500016,BOVINS,False,EARL DE LA CENSE ROUGE,01,,
Mr & Mme VARIN Vincent,14700,14498,PERTHEVILLE NERS,-0.101772,48.879301,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,44037449400019,PORCS,False,VARIN DUBARRY (EARL),,LES MONCEAUX,
Le Bas Noyer - Les Métairies,85770,85177,LES VELLUIRE-SUR-VENDEE,-0.909308,46.436207,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,52045351500014,VOLAILLES,False,EARL LE BAS NOYER,,LE POIRE-SUR-VELLUIRE,
L ANGLE,85770,85177,LES VELLUIRE-SUR-VENDEE,-0.886367,46.390037,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,32624322700013,PORCS,False,GAEC LES CHAILLONS,,,
FONTPREVOIR,86300,86126,LEIGNES SUR FONTAINE,0.7395,46.499854,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,35130092600018,BOVINS,False,GAEC DE LA PRADELLE,01,,
,63970,63026,AYDAT,3.005315,45.642048,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40949653600015,BOVINS,False,EARL DE LA CHAINE DES PUYS,,Fohet,
La Fripière,37370,37231,ST PATERNE RACAN,0.473125,47.574163,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,81354349300015,PORCS,False,BONNEAU Baptiste,01,,
Biène,37370,37231,ST PATERNE RACAN,0.528297,47.597823,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,78866046200011,PORCS,False,VERMERSCH Edouard,,,
L'Oucherat,37370,37231,ST PATERNE RACAN,0.455877,47.584775,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42016284400013,PORCS,False,Ferme de J et J,,,
L'Auvrinière,44850,44179,ST MARS DU DESERT,-1.437191,47.356681,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40470390200019,BOVINS,False,GAEC DES QUATRE VENTS,,,
,63970,63407,SAULZET LE FROID,2.9174,45.652796,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39416997300010,BOVINS,False,GAEC LE GRE DU VENT,,Espinasse,
,81350,81254,ST JEAN DE MARCEL,2.231004,44.066762,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,48100225100017,PORCS,False,GUITTARD Pascal (ex GAEC VAUR ET FILS),01,VIALANOVE,
,81350,81254,ST JEAN DE MARCEL,2.232663,44.059456,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,48748969200011,PORCS,False,GUITTARD PASCAL,,LD  LE VIGNAL,
,81350,81254,ST JEAN DE MARCEL,2.267086,44.067306,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,39272231000019,PORCS,False,EARL PUECH BRINGUIE,,PUECH BRINGUIE,
LAYRELIE,81350,81254,ST JEAN DE MARCEL,2.241208,44.056104,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,53111383500015,VOLAILLES,False,EARL BALARD,,,
CADAPAU,81350,81254,ST JEAN DE MARCEL,2.250153,44.062061,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,44059718500014,PORCS,False,SARL DU BRUEL (CADAPAU),,,
Coët Connec,56300,56237,ST THURIAU,-2.960717,48.007006,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42093199000014,PORCS,False,SCEA TANGUY,,,
BODESTIN,56650,56090,INZINZAC LOCHRIST,-3.236189,47.843849,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41153058700012,PORCS,False,EARL LESTREHAN,,,
MANE BRAZO,56650,56090,INZINZAC LOCHRIST,-3.233519,47.845545,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44899815300010,VOLAILLES,False,SCEA DE MANE BRAZO,,,
KERGUER,56650,56090,INZINZAC LOCHRIST,-3.284144,47.844156,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41213113800015,VOLAILLES,False,HELLEGOUARC'H Guy,,,
Kerguer et Brangolo,56650,56090,INZINZAC LOCHRIST,-3.282223,47.843338,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,52288506000015,VOLAILLES,False,EARL LE BRAS NICOLAS,,,
30 RUE DU LOUP,80640,80443,HORNOY LE BOURG,1.902407,49.847254,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,48206117300019,BOVINS,False,GAEC OUVRE,01,,
MALLET,15170,15231,TALIZAT,3.027272,45.131283,False,False,False,True,Non Seveso,False,En exploitation avec titre,Autorisation,33138432100013,BOVINS,False,GAEC PREVOT,,ND,
GIRARDET,37370,37101,EPEIGNE SUR DEME,0.632235,47.675936,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34166805100012,PORCS,False,EARL GIRARDET,01,,
La Roche Mauger,37370,37101,EPEIGNE SUR DEME,0.646354,47.690142,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41378201200012,PORCS,False,VERITE Alain,,,
La Beaujolière,79240,79342,VERNOUX EN GATINE,-0.544913,46.631062,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41126879000010,PORCS,False,GAEC LA VOIE LACTEE,,,
"DELAUNAY Jean-Claude, Marguerite, Côme, Ronan, Maxence",61220,61332,POINTEL,-0.364355,48.6914,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,32811619900014,BOVINS,False,GAEC DE LA BLANCHARDIERE,,LA BLANCHARDIERE,
Le  Plessis Garnier,37370,37170,NEUVY LE ROI,0.595444,47.579081,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,79881406700012,PORCS,False,EARL LA BESNARDIERE,01,,
Le Brouillard,37370,37170,NEUVY LE ROI,0.579378,47.615257,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,51937147000013,VOLAILLES,False,EARL CICE,01,,
La Blutière,37370,37170,NEUVY LE ROI,0.561548,47.599729,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42918833700027,PORCS,False,EARL VERMERSCH Philippe,,,
Mas rau,46160,46183,ST CHELS,1.791001,44.525229,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40455894200011,PORCS,False,MASBOU ALAIN,,,
ZONE INDUSTRIELLE LES PINS,68700,68063,CERNAY,7.19798,47.805259,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,48926965400021,BOVINS,False,SAS SOCIETE D'EXPLOITATION DE L'ABATTOIR,,RUE DU LAURIER,
LE PEVIAUD,85410,85271,ST SULPICE EN PAREDS,-0.834708,46.597052,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,45322789400012,BOVINS,False,EARL BAGUENARD,,,
LE GRAND FOUGERAIS,85410,85271,ST SULPICE EN PAREDS,-0.85145,46.616656,False,False,False,True,Non Seveso,False,En exploitation avec titre,Autorisation,37850752900014,VOLAILLES,False,VRIGNAUD JOSEPH,,,
,80640,80754,THIEULLOY L ABBAYE,1.943524,49.818218,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39156500900019,BOVINS,False,GAEC DES 4 VENTS DUBOELLE Raoul et Mich,,"22, route Nationale",
,51170,51337,MAGNEUX,3.722759,49.306336,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,31009675500031,PORCS,False,EARL de SAINT RUFFIN,01,1 rue de Courlandon,
,39600,39223,LA FERTE,5.664577,46.959284,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,VOLAILLES,False,EARL LE CHEMIN DES NOYERS,,,
PERS,12240,12068,COLOMBIES,2.31113,44.34348,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40260088600012,BOVINS,False,GAEC DE PERS,,,
Kerizel,56190,56004,ARZAL,-2.371157,47.513471,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40050407200010,BOVINS,False,GAEC DES PEUPLIERS,,,
FOURNOLS,12240,12068,COLOMBIES,2.373205,44.345021,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40796461800018,PORCS,False,GAEC SOUYRI MARC,01,,
LE PUECH RIMAT,12240,12068,COLOMBIES,2.365369,44.341322,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39210223200015,BOVINS,False,GAEC DU LAC DES PINS,01,,
LE BOSC,12240,12068,COLOMBIES,2.355397,44.325916,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40172554400019,PORCS,False,EARL CHINCHOLLE,01,LE BOSC,
La Hubertière,44390,44138,PUCEUL,-1.602426,47.524702,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,38081951600010,BOVINS,False,GAEC DES FLEURIAIS,,,
Les Vallées,44170,44208,TREFFIEUX,-1.534353,47.62966,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,38072339500022,PORCS,False,GAEC DES VALLEES,,,
,42640,42284,ST ROMAIN LA MOTTE,3.998306,46.108119,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39132846500011,BOVINS,False,GAEC PT DOMAINE OU PONCET-CHANAVAT,,LA BROSSE,
LES FOURQUES,12240,12059,CASTANET,2.271069,44.305108,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,79000822100018,PORCS,False,MONSIEUR DIDIER CRAYSSAC,01,,
LE GRAND TERTRE,72650,72360,TRANGE,0.098934,48.028575,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41794880900013,BOVINS,False,GAEC FOUCAULT,,LES PINARDIERES,
LA PILLETERIE,72300,72378,VION,-0.299714,47.806908,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38276849700010,VOLAILLES,False,EARL DES DEUX ETANGS,,LA NOUILLERE,
LA RIALE,12240,12198,RIEUPEYROUX,2.20093,44.353348,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44120680200015,BOVINS,False,GAEC DE LA RIALE,01,,
RETAULY,12240,12198,RIEUPEYROUX,2.205915,44.348577,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39165385400011,PORCS,False,EARL BARBANCE,01,,
14 RUE DE LA PLACE,62810,62798,SOMBRIN,2.501732,50.237402,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,33974740400020,BOVINS,False,4 CANTONS DUBRON (GAEC DES ),,,
TREDRON,22160,22037,LA CHAPELLE NEUVE,-3.391166,48.452303,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40466962400011,PORCS,False,EARL VINCENT,01,,
PEYREBOSC,12240,12189,CASTANET,2.263915,44.282628,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42369416500014,BOVINS,False,GAEC MAUREL REY,,,
"DELAUNAY Cyril, VAIDIS Michael",61220,61332,POINTEL,-0.347757,48.714194,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,32659144300014,BOVINS,False,GAEC DU BOIS DE POINTEL,,Le Bois de Pointel,
ROUTE DU GRESIL,88800,88309,MONTHUREUX LE SEC,6.023058,48.176871,False,False,False,True,Non Seveso,False,En exploitation avec titre,Enregistrement,43982596900025,PORCS,False,EARL DU PAQUIS DE LA RAPPE,,,
LEICHER JL,27670,27090,BOSROUMOIS,0.92964,49.278328,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34809680100017,PORCS,False,EARL DE LA CHAPELLE MARTEL,,1096 LA CAPELLE,
LA CHATELLERIE,72220,72187,MARIGNE LAILLE,0.343757,47.827179,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42204623500012,BOVINS,False,EARL DE LA CHATELLERIE,,,
NAUDUNE,72220,72187,MARIGNE LAILLE,0.328315,47.832699,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,33359950400011,PORCS,False,POUSSE FLAVIEN,,,
VAUCOULOMBEAU,72220,72187,MARIGNE LAILLE,0.346786,47.837486,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38982426900028,PORCS,False,GAEC COULON Ex EARL,,,
8 RUE HAUTE,62810,62084,BARLY,2.54715,50.24363,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,50740038000014,VOLAILLES,False,GEUDIN JEAN FRANCOIS,01,,
SEMPIERRE,72220,72287,ST GERVAIS EN BELIN,0.202194,47.88126,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,31700282200011,VOLAILLES,False,GAEC DU LUNEROTTE (EX BOURGE),,,
COLIN Philippe & Christian,88600,88322,ST JEAN DU MARCHE,6.667282,48.162242,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,32023004800011,BOVINS,False,GAEC DE BOUILLEMONT,,"17, grande rue",
LA BATAILLERE,72220,72155,LAIGNE EN BELIN,0.244832,47.874263,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42177795400015,VOLAILLES,False,GAEC DE LA BATAILLERE (EX EARL),,,
VUILLEMIN Claude,88800,88231,HAREVILLE,6.015903,48.202465,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,32066342000026,BOVINS,False,GAEC DES GENEROIS,,"340, rue de la Vieille Eglise",
LA TOUCHE,72220,72306,ST OUEN EN BELIN,0.230039,47.853022,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,50292083800013,BOVINS,False,GAEC CHEMIN DU BELIN,,,
La Gouvanière Et Le Parquet,86480,86213,ROUILLE,0.070007,46.404825,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,18007003901084,PORCS,False,INRA,,,
,63840,63412,SAUVESSANGES,3.836727,45.398824,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,33453578800015,PORCS,False,GAEC DES CHALETS,,Saint-Flour,
GROSJEAN Dominique,88800,88490,VALLEROY LE SEC,6.006522,48.176591,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44885500700010,BOVINS,False,GAEC DU HAUT DE DIMONT,,"17, rue de Thuillières",
LA CHAUDRAIS,22830,22208,PLOUASNE,-2.005399,48.283904,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38270531700016,PORCS,False,EARL DE LA CHAUDRAIS,01,,
THIEUBRY,22830,22208,PLOUASNE,-2.001734,48.316262,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40256390200012,PORCS,False,LEMARCHAND HUBERT,,,
LA BREHAUDAIS,22830,22208,PLOUASNE,-2.006836,48.312214,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,43539409300015,PORCS,False,GAEC BOULANGER,,,
LINCLAIS,22830,22208,PLOUASNE,-1.984449,48.309581,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,40257187100019,PORCS,False,PINAULT PASCAL,,,
LE TREGOU,22830,22208,PLOUASNE,-1.966967,48.295325,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,79225251200019,BOVINS,False,GAEC HOLSTEIN ALLIANCE,01,,
LA MARE D'EN HAUT,22830,22208,PLOUASNE,-2.005395,48.30161,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,49387447300017,PORCS,False,EARL ELEVAGE DE LA MARE,,,
LA VILLE ORY,22830,22208,PLOUASNE,-2.006836,48.312214,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,38765740600014,PORCS,False,SCEA LA VILLE ORY ex EARL MARCHAND DELAUNE,,,
582 RUE VERTE,62810,62092,BEAUFORT BLAVINCOURT,2.494945,50.2792,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,,PORCS,False,BAILLET VERMEESCH GUY,,,
KERBIGUET,56380,56075,GUER,-2.109615,47.913309,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38316795400015,PORCS,False,SCEA DE L'ORGELIERE,01,,
SAINT JOSEPH,56380,56075,GUER,-2.139671,47.916424,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,33523093400010,BOVINS,False,GAEC DE L EPINAY,,,
,35130,35200,MOUTIERS,-1.191507,47.983567,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34447493700010,VOLAILLES,False,EARL BARRE,,LE PETIT CORBELET,
