Numéro d'inspection,Nom établissement,Adresse 1,Adresse 2,Adresse 3,Code postal,Commune,Régime en vigueur,Statut SEVESO,Date de dernière inspection
57200414,BELLANGER JOCELINE (EX BELLANGER BRUNO),LA HAUTE BARRE,,,72310,LA CHAPELLE HUON,Enregistrement,Non Seveso,
55600616,BELLEC Guénaël,BANN ER LANN,,,56480,CLEGUEREC,Autorisation,Non Seveso,
52700150,BELLENGUEZ ERIC,16 RUE RENE LOTHON,,,27110,EPEGARD,Enregistrement,Non Seveso,
55001984,BELLEVUE (GAEC DE),,LE BOIS RENAULT - ST MARTIN DE LANDELLES,,50600,ST HILAIRE DU HARCOUET,Enregistrement,Non Seveso,
54901989,BELLIARD Joël,La Blottière,,,49170,ST MARTIN DU FOUILLOUX,Autorisation,Non Seveso,
58600431,BELLICAUD JOHAN,LE BOURG,,,86410,ST LAURENT DE JOURDES,Enregistrement,Non Seveso,
52800069,BELLIER FRERES(GAEC),Les Touches,,,28400,ARCISSES,Enregistrement,Non Seveso,
52205783,BELLOEIL MICKAEL,LE ROHANNO,,,22320,ST MAYEUX,Enregistrement,Non Seveso,
57902625,BELLOIN PATRICK,Soussigny,,,79330,GLENAY,Enregistrement,Non Seveso,
57201813,BEL OLIVIER,LA MUSARDIERE,,,72120,ST GERVAIS DE VIC,Enregistrement,Non Seveso,
58000245,BELVALLETTE,2 RUE GRANDE,,,80690,BRUCAMPS,Enregistrement,Non Seveso,
55600959,BELZ Jean-Michel,GUERNO TALOUR,,,56390,GRAND CHAMP,Enregistrement,Non Seveso,2018-06-20
58503587,BENAITIER JEAN LOUIS,LA BAUDOUINIERE,,,85440,TALMONT ST HILAIRE,Autorisation,Non Seveso,
54900113,BENETEAU Dominique,La Houssaye,,,49600,BEAUPREAU EN MAUGES,Enregistrement,Non Seveso,
52600215,BENEZET GILLES,Quartier Les Marais,Quartier La Plaine,,26750,CHATILLON ST JEAN,Enregistrement,Non Seveso,
52600236,BENOIT ET FILS (EARL),810 Chemin Chopi,Quartier Lucia,,26300,CHATUZANGE LE GOUBET,Autorisation,Non Seveso,
52201810,BENOIT JEAN FRANCOIS,LA GRANDE GUEVIERE - MAROUE,,,22400,LAMBALLE-ARMOR,Enregistrement,Non Seveso,2022-04-05
55301744,BENOIT JOCELYNE,L'OISELLERIE-BOURGON,,,53150,MONTSURS,Autorisation,Non Seveso,2012-10-12
55002442,BERANGER MICHEL,,Loumel - VESSEY,,50170,PONTORSON,Autorisation,Non Seveso,
54902772,BERCHETIERE (EARL DE LA),"1108, La Haute Berchetière",LA SALLE ET CHAPELLE AUBRY,,49110,MONTREVAULT SUR EVRE,Enregistrement,Non Seveso,2022-10-13
52205043,BEREZAI CHRISTOPHE,CONVENANT GOURHANT,,,22300,ROSPEZ,Enregistrement,Non Seveso,
52900230,BERGOT (EARL),Lagaduzic,,,29860,BOURG BLANC,Autorisation,Non Seveso,
53503039,BERHAULT ANNICK,,LA MAISON NEUVE,,35240,LE THEIL DE BRETAGNE,Enregistrement,Non Seveso,2015-03-03
53500251,BERHAULT JOEL,,LA BASSE CHERULAIS,,35420,LA BAZOUGE DU DESERT,Enregistrement,Non Seveso,2021-06-14
58503121,BERLAND JACKY,10  RTE DE FRAIGNEAU,,,85200,ST MARTIN DE FRAIGNEAU,Autorisation,Non Seveso,
56401175,BERNADOU Jean Paul,Maison Gourgot,1560 route de Bonehé,,64370,MESPLEDE,Enregistrement,Non Seveso,
51200740,BERNARD CYRIL,BONELS,,,12270,LUNAC,Enregistrement,Non Seveso,
55603278,BERNARD Daniel,Gunestre,,,56500,ST ALLOUESTRE,Enregistrement,Non Seveso,
52903217,BERNARD (EARL),Keryere,,,29720,PLOVAN,Autorisation,Non Seveso,
55600275,BERNARD Jean François,Pengan,,,56580,BREHAN,Autorisation,Non Seveso,
52901548,BERNARD Jean-Yves,Ty page,,,29190,LENNON,Enregistrement,Non Seveso,2010-01-29
54902198,BERNIER (EARL),Le Poré,TANCOIGNÉ,,49310,LYS HAUT LAYON,Enregistrement,Non Seveso,
54400161,BERNIER Jean Yves,La Gougeonnière,,,44130,BLAIN,Enregistrement,Non Seveso,
51900542,BERNOTTE EARL DE,BERNOTTE,,,19800,VITRAC SUR MONTANE,Autorisation,Non Seveso,
53600696,BERRY DANIEL,LE RELIONNAIS,icp 69,,36160,LIGNEROLLES,Enregistrement,Non Seveso,
55600573,BERTHO Anne Marie,Le Boterf,,,56500,LA CHAPELLE NEUVE,Autorisation,Non Seveso,
52202842,BERTHO STEPHANE,TREFFAUT,MUR DE BRETAGNE,,22530,GUERLEDAN,Autorisation,Non Seveso,
54300385,BERTHOUZIS (GAEC DE),Berthouzis,,,43200,LAPTE,Enregistrement,Non Seveso,
54902174,BERTIN Jérémy,Folle Ville,SOEURDRES,,49330,LES HAUTS-D'ANJOU,Autorisation,Non Seveso,
53600311,BERTRAND (EARL DU),LE QUERROIR,ICP 100,,36220,PREUILLY LA VILLE,Enregistrement,Non Seveso,
58503564,BERTRAND Emilien,3 LA MAISON NEUVE,,,85390,TALLUD STE GEMME,Enregistrement,Non Seveso,
57000388,BERTRAND (GAEC),414 Prémourey,,,70220,FOUGEROLLES-SAINT-VALBERT,Autorisation,Non Seveso,
52201083,BERTRAND LENAICK,KERANFLECH,,,22110,GLOMEL,Enregistrement,Non Seveso,
53200243,BERTRAND MARC,Petit Roumette,,,32410,CASTERA VERDUZAN,Autorisation,Non Seveso,
52201390,BESLAY JEAN MICHEL,LA VILLE GOURHAN,,,22400,HENANSAL,Enregistrement,Non Seveso,
55001474,BESNARD (EARL),Bellevue,CUREY,,50170,PONTORSON,Enregistrement,Non Seveso,
57200465,BESNARD GUY,VAUGIBET,,,72170,CHERANCE,Enregistrement,Non Seveso,
55000253,BESNARDIERE (EARL DE LA),,La Besnardière,,50240,SAINT-JAMES,Enregistrement,Non Seveso,
54901647,BESNARDIERE (EARL LA) et AUDIGANE Yvan,La Besnardière et Les Deux Croix,LE PUISET DORÉ (49600),,49110,MONTREVAULT SUR EVRE,Autorisation,Non Seveso,
55300103,BESNIER NOEL,LA GUETTE,,,53210,ARGENTRE,Enregistrement,Non Seveso,2022-04-08
51200209,BESSET MICHEL,BIEZ,,,12800,CAMJAC,Enregistrement,Non Seveso,
54901210,BETTON Joël,Vassé,MARIGNE,,49330,LES HAUTS-D'ANJOU,Enregistrement,Non Seveso,2021-09-01
53501680,BEUCHER BRUNO,LE HAUT CLAIRET,,,35640,MARTIGNE FERCHAUD,Autorisation,Non Seveso,2022-03-14
55303086,BEUCHER MICKAEL,ROISNAULT,,,53160,ST THOMAS DE COURCERIERS,Autorisation,Non Seveso,
52202730,BEUVE LEOPOLD,LE GROS CHENE,MESLIN,,22400,LAMBALLE-ARMOR,Enregistrement,Non Seveso,
52901408,BEYER (EARL),La Salle,,,29430,LANHOUARNEAU,Enregistrement,Non Seveso,2020-10-20
53600131,BEZAUDIERE (GAEC DE LA),La Bézaudière,,,36240,ECUEILLE,Enregistrement,Non Seveso,
54400376,BICHON René,La Brandelle,CHEMERE,,44320,CHAUMES EN RETZ,Autorisation,Non Seveso,
52900537,BICREL (EARL),Gars Ar Goff,,,29190,LE CLOITRE PLEYBEN,Enregistrement,Non Seveso,
52903428,BIDEAU (EARL),KERNEVEZ,,,29180,QUEMENEVEN,Autorisation,Non Seveso,
57101134,BIGOT BERNARD,,CHAUBLANC,,71350,ST GERVAIS EN VALLIERE,Autorisation,Non Seveso,
6310621,BIHOREAU MAXIME,LA FAUCOUILLERE,,,53480,ST GEORGES LE FLECHARD,Enregistrement,Non Seveso,2019-03-29
52203445,BILLESIMO BRIGITTE ex DENIS,LES CHAMP AUX LIEVRES,,,22640,PLENEE JUGON,Autorisation,Non Seveso,2020-10-19
57202581,BILLON JEROME,LA METAIRIE,,,72290,COURCEBOEUFS,Autorisation,Non Seveso,
56700395,BINDER JOSEPH,,47 Rue principale,,67490,LITTENHEIM,Enregistrement,Non Seveso,2014-04-03
57201190,BINET ISABELLE (EX GAEC BINET),BEL EBAT/LE CARREFOUR,,,72360,MAYET,Enregistrement,Non Seveso,
55001367,BINOUDIERE (GAEC DE LA),,La Binoudière,,50410,PERCY EN NORMANDIE,Autorisation,Non Seveso,
55002427,BIOT(GAEC DU),,le biot,,50430,VESLY,Enregistrement,Non Seveso,
52700383,BIRET FABIEN,LE BOURG,,,27390,VERNEUSSES,Autorisation,Non Seveso,
51201225,BISCOUIC,LE PIBOUL,,,12120,STE JULIETTE SUR VIAUR,Enregistrement,Non Seveso,
55000501,BISSON (EARL DU),,1 Le Bisson,,50420,DOMJEAN,Enregistrement,Non Seveso,
53502379,BIZETTE ERIC,,PELLERAIS,,35290,QUEDILLAC,Enregistrement,Non Seveso,2017-03-29
53500932,BIZEUL Pascal,LA TOUCHE,LA TOUCHE,,35130,DROUGES,Enregistrement,Non Seveso,2019-02-14
55603412,BLAIN Daniel,Le Haut Bouron,Le Haut Bouron,,56350,ST GORGON,Autorisation,Non Seveso,
52903419,BLAISE (EARL),Kerrien,,,29180,QUEMENEVEN,Autorisation,Non Seveso,
52205530,BLANCHARD DENIS exEARL OLLIVIER CHRISTIA,LA MOTTE HOUEE,,,22510,ST GLEN,Enregistrement,Non Seveso,
54901526,BLANCHARD (EARL),La Gastine,LA POITEVINIERE (49510),,49600,BEAUPREAU EN MAUGES,Enregistrement,Non Seveso,
55001736,BLANCHET (GAEC),,4 Village Bois Roger,,50210,ST DENIS LE VETU,Enregistrement,Non Seveso,
51800830,BLANCHET GAEL,Les Flagis,,,18260,SURY ES BOIS,Enregistrement,Non Seveso,
55901228,BLANCKAERT HERVE,1580 RUE DE L'EGLISE,,,59670,NOORDPEENE,Autorisation,Non Seveso,
55900864,BLANCKAERT LUC JEAN CORNIL,700 CHE DU REGARDICK,,,59122,HONDSCHOOTE,Autorisation,Non Seveso,
54301018,BLANCOU (EARL DU),Combret,,,43170,VENTEUGES,Enregistrement,Non Seveso,
54902392,BLAVREUIL (GAEC DE),Blavreuil - LE VOIDE,VIHIERS,,49310,LYS HAUT LAYON,Enregistrement,Non Seveso,
58503726,BLAY STEPHANE (LE PRIEURE),LA TEMPLERIE,,,85150,VAIRE,Autorisation,Non Seveso,
58503729,BLAY XAVIER,LES LANDES,,,85150,VAIRE,Autorisation,Non Seveso,
52901572,BLEUZEN (GAEC),Kerfresq,KERFRESQ,,29390,LEUHAN,Enregistrement,Non Seveso,2018-08-14
52903982,BLEUZEN Véronique,Ty allain,,,29390,SCAER,Enregistrement,Non Seveso,2020-07-09
53600408,BLINET JACKY,Le Grand Correix,icp 28,,36160,SAZERAY,Enregistrement,Non Seveso,
55000864,BLIN (GAEC),,LE DOMAINE,,50800,LA LANDE D AIROU,Enregistrement,Non Seveso,
52901020,BLOCH Pascale,kergam,,,29410,GUICLAN,Autorisation,Non Seveso,
55901145,BLONDEEL LAURENT,3  R   DU NORD,LES MOERES,,59254,GHYVELDE,Enregistrement,Non Seveso,
55901734,BLONDEL DAMIEN,142 RUE DE TANNAY,,,59189,THIENNES,Enregistrement,Non Seveso,
56200425,BLOND (GAEC ),16  RUE DE RUISSEAUVILLE,,,62310,CANLERS,Enregistrement,Non Seveso,
54901494,BLOND LES FORGES (GAEC),Les Forges,LE PIN EN MAUGES (49110),,49600,BEAUPREAU EN MAUGES,Enregistrement,Non Seveso,2022-10-25
6411449,BLOSSIN JEAN-LOUIS,,Quartier Fenestrelle,,13400,AUBAGNE,Enregistrement,Non Seveso,2018-09-13
57200686,BLOT BERNARD,LE GRAND BOIS,,,72200,CROSMIERES,Autorisation,Non Seveso,
51401486,BLOTTIERE (EARL),M. Laurent JULIENNE,Le Pré de la Blottière - CARVILLE,,14350,SOULEUVRE EN BOCAGE,Enregistrement,Non Seveso,2011-12-22
54901513,BLOTTIERE (GAEC DE LA),La Blottière,,,49360,LA PLAINE,Autorisation,Non Seveso,
52900320,BLOUET Hervé (EARL),Kerlez Vras,Kerlez Vras,,29510,BRIEC,Enregistrement,Non Seveso,2019-04-16
52205153,BLOUIN ARNAUD,LE PRESSOIR,,,22400,ST ALBAN,Enregistrement,Non Seveso,
57900694,BLUTEAU LAURENT,Le Beugnon,,,79240,ST PAUL EN GATINE,Autorisation,Non Seveso,
57900693,BLUTEAU MATHIEU,Le Beugnon,,,79240,ST PAUL EN GATINE,Autorisation,Non Seveso,
58502693,BLY SEBASTIEN,LA SEILLERIE,,,85670,ST ETIENNE DU BOIS,Autorisation,Non Seveso,
53501631,BOBON MICKAEL,,LES FERTAIS,,35560,MARCILLE RAOUL,Enregistrement,Non Seveso,2017-12-18
51401319,BOCAGE Christian,LA VALLEE VAUGROULT,,,14210,MONTILLIERES-SUR-ORNE,Autorisation,Non Seveso,
55001372,BOCAGE (GAEC DU),,LE HAMEL AUX LOUVEAUX,,50410,PERCY EN NORMANDIE,Enregistrement,Non Seveso,
57902255,BOCHE LAURENT,La Garelière,BEAULLIEU SOUS BRESSUIRE,,79300,BRESSUIRE,Enregistrement,Non Seveso,
55301240,BODIN GASTON (FILS),LA THIBAUDIERE,,,53110,LE HOUSSEAU BRETIGNOLLES,Autorisation,Non Seveso,
50100813,BOEHRINGER INGELHEIM SANTE ANIMALE,PARC INDUSTRIEL de la PLAINE de l'AIN,805 ALLEE DES CYPRES,,1150,ST VULBAS,Autorisation,Non Seveso,2022-04-14
52903429,BOETE (EARL),PENHOAT JONCOUR,,,29180,QUEMENEVEN,Enregistrement,Non Seveso,
57000205,BOHLEY Bernard,les friches de Frettes,,,70600,NEUVELLE LES CHAMPLITTE,Enregistrement,Non Seveso,2020-12-22
55001757,BOHONS (GAEC DES),,La Maconnerie - ST GEORGES DE BOHON,,50500,TERRE ET MARAIS,Enregistrement,Non Seveso,
50200371,BOIDIN HUBERT-UNEAL,8 RUE DU CHATEAU,,,2120,LE HERIE LA VIEVILLE,Autorisation,Non Seveso,
54901009,BOIS BODARD (GAEC DU),Le Bois Bodard,JALLAIS (49510),,49600,BEAUPREAU EN MAUGES,Enregistrement,Non Seveso,
54901031,BOIS BODARD (GAEC DU),Pied Tribert,LA JUBAUDIERE,,49600,BEAUPREAU EN MAUGES,Enregistrement,Non Seveso,
54902085,BOIS BRILLANT (GAEC DU),Le Bois Brillant,,,49123,ST SIGISMOND,Enregistrement,Non Seveso,
55001182,BOIS DAVIAIS (GAEC DU),,Le Bois Mainfray,,50240,MONTJOIE ST MARTIN,Autorisation,Non Seveso,
54900129,BOIS DE LONGUEDUC (EARL DU),Le Bois de Longueduc,,,49600,BEAUPREAU EN MAUGES,Enregistrement,Non Seveso,
55000107,BOIS (EARL LE),,Le bois,,50800,BESLON,Enregistrement,Non Seveso,
54901625,BOIS GASNIER (EARL DU),Le Bois Gasnier,LA PREVIERE,,49420,OMBREE D'ANJOU,Enregistrement,Non Seveso,2022-02-15
55000378,BOIS GOBE ( GAEC DU),,Le Bois Gobe - CHEVREVILLE,,50600,GRANDPARIGNY,Enregistrement,Non Seveso,
55001999,BOIS GRALLON (EARL DU),,LE BOIS GRALLON - ST MARTIN DE LANDELLES,,50600,ST HILAIRE DU HARCOUET,Enregistrement,Non Seveso,
55001842,BOIS HUBERT (EARL DU),,Le Bois Hubert,,50240,SAINT-JAMES,Enregistrement,Non Seveso,
52905019,BOIS JAFFRAY GAEC DE,Poulmic,,,29140,TOURCH,Autorisation,Non Seveso,
51000015,BOIS LE ROI (EARL du),Bois le Roi,,,10160,BERULLE,Enregistrement,Non Seveso,
51401424,BOISNARD (GAEC),BOISNARD Jean-Claude & Laurent,MORIERES,,14140,SAINT PIERRE EN AUGE,Enregistrement,Non Seveso,
53502447,BOISNARD JEAN MICHEL,,LA FLOURIE,,35240,RETIERS,Enregistrement,Non Seveso,2016-02-08
52900889,BOIS (SCEA du),,,,29260,ST FREGANT,Autorisation,Non Seveso,
58501682,BOISSEAU FABIENNE,LE BARAIS,,,85110,LA JAUDONNIERE,Autorisation,Non Seveso,
57202534,BOISSE JEROME,LA HALLERIE,,,72300,AUVERS LE HAMON,Enregistrement,Non Seveso,
54902442,BOISSELIER Olivier (EARL),L'Infernet,VILLEMOISAN,,49370,VAL D'ERDRE-AUXENCE,Autorisation,Non Seveso,
51000078,BOISSIER (GAEC),Ferme des 4 Frères,,,10200,ECLANCE,Enregistrement,Non Seveso,
54901235,BOISSINOT Eric,L'Humeau,,,49360,MAULEVRIER,Enregistrement,Non Seveso,
6307493,BOISSINOT MICHEL,LA MAISON NEUVE,,,85120,ST PIERRE DU CHEMIN,Autorisation,Non Seveso,
57900312,BOISSINOT NICOLAS,Le Puy Arnaud,,,79440,COURLAY,Autorisation,Non Seveso,
58503605,BOISSINOT SEBASTIEN,LE PUY LIMOUSIN,,,85120,LA TARDIERE,Autorisation,Non Seveso,
59700384,BOISVILLIERS FRANCOIS,"47, chemin Dejean-Tapage",,,97421,ST LOUIS,Autorisation,Non Seveso,
52203250,BOIVIN DANIEL,LES TOUCHES,,,22170,PLELO,Enregistrement,Non Seveso,
55901147,BOLLENGIER JOFFREY,11 rue Saint Antoine,,,59254,GHYVELDE,Autorisation,Non Seveso,
52400619,BOLZE Brigitte,Cambelongue,,,24560,MONSAGUEL,Autorisation,Non Seveso,
55603585,BOMPAIS Jérôme,Bréna,,,56120,ST SERVANT,Enregistrement,Non Seveso,2020-07-09
54301032,BONHIA (SARL DU),Le Thiolent,,,43320,VERGEZAC,Enregistrement,Non Seveso,
53200457,BONILLO CHRISTIAN,,,,32300,IDRAC RESPAILLES,Autorisation,Non Seveso,
52600511,BONNARDEL ANDRE,QUARTIER LES CHARIGNONS,,,26120,PEYRUS,Enregistrement,Non Seveso,
53701024,BONNEAU Baptiste,La Fripière,,,37370,ST PATERNE RACAN,Enregistrement,Non Seveso,
58500597,BONNEAU MICHELINE,LES GAZELLES,,,85410,CEZAIS,Autorisation,Non Seveso,
58501501,BONNEAU PASCAL,Tournelièvre,LA GUYONNIERE,,85600,MONTAIGU-VENDEE,Autorisation,Non Seveso,
54300445,BONNEBOUCHE Jean-Claude,Le bourg,,,43160,MALVIERES,Enregistrement,Non Seveso,
10006062,BONNEFOI Damien,Lieu-dit Rellay,,,41360,SAVIGNY SUR BRAYE,Enregistrement,Non Seveso,
58100455,BONNEFOUS Yoann,,la Carayrié,,81190,TANUS,Autorisation,Non Seveso,
57902379,BONNET ERIC,La Cigogne et la Nouette,Belle Noue,,79430,LA CHAPELLE ST LAURENT,Enregistrement,Non Seveso,
10005382,BONNET Francis,Le Chêne,,,37120,BRASLOU,Enregistrement,Non Seveso,
6114989,BONNET GREGORY,Quartier Les Touches,,,26400,AUTICHAMP,Autorisation,Non Seveso,
51900073,BONNEVAL CLAUDE,LE PEUCH,,,19120,BILHAC,Autorisation,Non Seveso,
57902173,BONNIN BERNADETTE,Saint Clément,,,79230,AIFFRES,Enregistrement,Non Seveso,
58600180,BONTEMPS NICOLAS,BEAUVAIS,LE BORNAY DE CLAUNAY,,86200,LA ROCHE RIGAULT,Enregistrement,Non Seveso,
58000592,BOONE Agnès,Rue de l'ancien Moulin,,,80500,TROIS-RIVIERES,Enregistrement,Non Seveso,
52400442,BOPP SYLVIE,Coste Peyrouse,,,24590,JAYAC,Enregistrement,Non Seveso,
52205399,BOQUEHO NICOLAS,LES LANDES D EN BAS,,,22800,ST DONAN,Enregistrement,Non Seveso,
54900806,BORDAGE (GAEC DU),Le Bordage,LE FIEF SAUVIN (49600),,49110,MONTREVAULT SUR EVRE,Enregistrement,Non Seveso,
58501228,BORDRON Quentin (site la Martinière),LA MARTINIERE,LES ESSARTS,,85140,ESSARTS EN BOCAGE,Autorisation,Non Seveso,
58501227,BORDRON Quentin (Site La Raballe),LE MOULIN DE LA RABALLE,LES ESSARTS,,85140,ESSARTS EN BOCAGE,Autorisation,Non Seveso,
54901715,BORDS DE MOINE (GAEC),La Gouberte,ST ANDRÉ DE LA MARCHE,,49450,SEVREMOINE,Enregistrement,Non Seveso,
52202945,BOSCHER CLAUDE,BEL ORIENT,,,22510,PENGUILY,Enregistrement,Non Seveso,
52200050,BOSCHER PIERRETTE,LES VILLES MARIE,,,22400,ANDEL,Enregistrement,Non Seveso,
51401080,BOSCQ BESNARD (GAEC DU),VAUDRY Michel et Martine,LE BOSCQ BESNARD,,14380,NOUES DE SIENNE,Enregistrement,Non Seveso,2020-05-28
54901121,BOTTELERAIE (EARL LA),La Botteleraie,,,49440,LOIRE,Enregistrement,Non Seveso,
55002329,BOTTINIERE (GAEC DE LA),,La Bottinière,,50420,TESSY-BOCAGE,Enregistrement,Non Seveso,
58500323,BOUCARD JEROME,L'HOMMEAU,,,85710,BOIS DE CENE,Enregistrement,Non Seveso,
55600869,BOUCHARD Philippe,Frétézach,,,56110,GOURIN,Enregistrement,Non Seveso,
52300682,BOUCHARDY MARC CHRISTOPHE,,St Martin,,23320,ST VAURY,Enregistrement,Non Seveso,
57201812,BOUCHER VALENTIN,LA COUR,St germain sur sarthe,,72130,FRESNAY-SUR-SARTHE,Autorisation,Non Seveso,
54100669,BOUCHETON AIGRAIN (EARL),AIGRAIN,,,41700,SASSAY,Enregistrement,Non Seveso,
58501301,BOUDEAUD VINCENT,LA HAUTE FALORDIERE,LA FLOCELLIERE,,85700,SEVREMONT,Autorisation,Non Seveso,
53500500,BOUDOU PATRICK,,LE CHAMP DES LONGRAIS,,35190,LA CHAPELLE AUX FILTZMEENS,Enregistrement,Non Seveso,2021-03-25
3104999,BOUET KILLIAN,La Richardière,,,79150,VOULMENTIN,Enregistrement,Non Seveso,2022-08-16
52205672,BOUGAULT JEREMY exSARL ELEVAGE LA VALLEE,LA VALLEE,,,22630,ST JUDOCE,Enregistrement,Non Seveso,
57201748,BOUGEANT PATRICE,LE TREMBLAY,,,72350,ST DENIS D ORQUES,Enregistrement,Non Seveso,
52215957,BOUGEARD FRANCOIS,BELIARD,,,22400,HENANSAL,Enregistrement,Non Seveso,
53504422,BOUGEARD YOLANDE,,CASSET,,35160,TALENSAC,Autorisation,Non Seveso,
54901578,BOUILLERE (EARL DE LA),La Petite Bouillère,,,49620,MAUGES SUR LOIRE,Autorisation,Non Seveso,
52900918,BOULEN (GAEC du),Boulen,,,29190,GOUEZEC,Enregistrement,Non Seveso,2017-09-06
51800463,BOULMIER Eric,Le Verniol,,,18140,ST MARTIN DES CHAMPS,Enregistrement,Non Seveso,
52202828,BOULVEN MARTIAL,PEN LAN KERDAVID,,,22340,LE MOUSTOIR,Enregistrement,Non Seveso,
55000356,BOULVERT (GAEC DU),,Le Boulvert,,50370,LA CHAPELLE UREE,Enregistrement,Non Seveso,
52901910,BOULZENNEC STEPHANE,LIEU DIT ROZ GARNOEN,,,29270,MOTREFF,Autorisation,Non Seveso,
55600452,BOURDAIS Eric,LE VAL,,,56800,CAMPENEAC,Enregistrement,Non Seveso,
56403129,BOURDET BAYLOCQ JEAN MARC,1 rue las clabettes,Maison Cazamayou,,64400,POEY D OLORON,Autorisation,Non Seveso,2020-11-10
51400805,BOURDONNIERE (GAEC DE LA),VILLON Claude-Clotilde-Arnault,HAMEAU DE LA FONTAINE,,14220,MOULINES,Autorisation,Non Seveso,
52204151,BOURGES DIDIER,FANTON,,,22150,PLOUGUENAST-LANGAST,Enregistrement,Non Seveso,
52903993,BOURHIS Philippe,KERGROAC'H,,,29390,SCAER,Enregistrement,Non Seveso,2018-06-21
55600672,BOURHIS Philippe,KERBRANQUET,,,56230,LE COURS,Enregistrement,Non Seveso,2021-06-29
52200105,BOURVEAU CLAUDINE,CONVENANT GOADER,,,22140,BERHET,Enregistrement,Non Seveso,
54902676,BOUSSEAU Hilaire (SCEA),La Chabossière,,,49360,LES CERQUEUX,Enregistrement,Non Seveso,
55001791,BOUSSION ANNE,,Le Gros Mesnil,,50810,ST GERMAIN D ELLE,Autorisation,Non Seveso,
54901814,BOUTEILLER (EARL),Le Bois Eperon,STE GEMMES D'ANDIGNÉ,,49500,SEGRE-EN-ANJOU BLEU,Enregistrement,Non Seveso,
56300508,BOUTERIGE Christophe,,Colas,,63290,PASLIERES,Enregistrement,Non Seveso,2022-10-04
54901298,BOUTIN José (EARL),La Cottensionnière,MELAY,,49120,Chemillé-en-Anjou,Enregistrement,Non Seveso,2021-10-07
51200126,BOUTONNET Remi,LES TREILLES,LES TREILLES,,12270,BOR ET BAR,Enregistrement,Non Seveso,
55300722,BOUTRUCHE LUDOVIC,LE GRAND VAUGARON,,,53470,COMMER,Enregistrement,Non Seveso,
55300277,BOUTRUCHE YVON & HELENE,LA BLINIERE,,,53470,LA BAZOUGE DES ALLEUX,Autorisation,Non Seveso,
52203682,BOUVET FRANCK,LES GUILLIERS,,,22640,PLESTAN,Enregistrement,Non Seveso,
51700010,BOUYER FREDERIC,Les Brechouses,,,17540,ANGLIERS,Enregistrement,Non Seveso,
51700563,BOUYER FREDERIC,Fief du Bois de la Cigogne,,,17290,LE THOU,Enregistrement,Non Seveso,
54901258,BOUYER Jean-Marc (SCEA),La Poisetière,,,49122,LE MAY SUR EVRE,Enregistrement,Non Seveso,
58501274,BOVINEO,LE MARGAT,,,85280,LA FERRIERE,Autorisation,Non Seveso,2020-06-19
55001331,BOXOEN Tatiana,,"10, rue des fours à chaux",,50660,ORVAL SUR SIENNE,Autorisation,Non Seveso,
58500180,BOYER Mickaël,LA BRANJARDIERE,SAINT GERMAIN L'AIGUILLER,,85390,BAZOGES EN PAREDS,Autorisation,Non Seveso,
52900934,BOZEC DAVID,Kéryéquel,,,29190,GOUEZEC,Enregistrement,Non Seveso,2017-03-28
50200307,BRAIDY (GAEC),Ferme de l'Espérance,,,2140,FONTAINE LES VERVINS,Enregistrement,Non Seveso,
54901637,BRANGER-LEFORT (GAEC),Les Loges,LE PUISET DORE (49600),,49110,MONTREVAULT SUR EVRE,Enregistrement,Non Seveso,
58900236,BRAS EMMANUEL,2 rue Bois Avril,,,89480,ETAIS LA SAUVIN,Enregistrement,Non Seveso,
5522567,BRASSIER MAXIME,LA HIBAUDIERE,,,35640,CHELUN,Enregistrement,Non Seveso,
56200879,BRAURE MARIE ANDREE,LA BELLEVUE,,,62650,HERLY,Autorisation,Non Seveso,
58000853,BREBAN Simone,,"176, Grande Rue",,80290,OFFIGNIES,Enregistrement,Non Seveso,
55000421,BREDEVILLE (GAEC DE),6 La Grimaudière,,,50290,COUDEVILLE SUR MER,Enregistrement,Non Seveso,
54900884,BREFFIERE (SCEA),La Breffière,GESTÉ,,49600,BEAUPREAU EN MAUGES,Enregistrement,Non Seveso,2017-01-23
55002358,BREGIOT (EARL),,14 Brétentôt,,50340,TREAUVILLE,Enregistrement,Non Seveso,
56300295,BREGIROUX Pascal,,Le Mazet,,63390,ESPINASSE,Enregistrement,Non Seveso,
55000376,BREHENNIERE (GAEC DE LA),,La Brehennière - CHEVREVILLE,,50600,GRANDPARIGNY,Enregistrement,Non Seveso,
55300134,BREHIN JEAN-PAUL,LES GRANDIERES,,,53170,ARQUENAY,Enregistrement,Non Seveso,
52900713,BRELIVET Stephane,Keramprannou,,,29460,DIRINON,Enregistrement,Non Seveso,2017-03-27
6102138,BRESSE DANIEL (GAEC de Chavanosse),lieu-dit Chazelles,,,1340,MARSONNAS,Autorisation,Non Seveso,
58500552,BRETAUD Joël,MALVILLE,,,85260,LES BROUZILS,Enregistrement,Non Seveso,
55000038,BRETELLIERE (EARL DE LA),,11 rue du Marais,,50170,AUCEY LA PLAINE,Enregistrement,Non Seveso,
54402402,BRETHOME Clarisse,Les Gaches,,,44270,ST ETIENNE DE MER MORTE,Autorisation,Non Seveso,
50100123,BREVET MICHEL,Corgenon,"14, CHEMIN NEUF",,1310,BUELLAS,Enregistrement,Non Seveso,
6102214,BREVET MICHEL(Cornalieres),Etang des Rippes,,,1960,ST ANDRE SUR VIEUX JONC,Enregistrement,Non Seveso,
