"Code Commune", "Libellé commune", "Degré de Densité", "Population municipale 2018"
14601, Saint-Julien-sur-Calonne, 3, 168
14602, Saint-Lambert, 4, 270
14603, Saint-Laurent-de-Condel, 3, 508
14605, Saint-Laurent-sur-Mer, 3, 265
14606, Saint-Léger-Dubosq, 3, 211
14607, Saint-Louet-sur-Seulles, 3, 145
14609, Saint-Loup-Hors, 3, 545
14610, Saint-Manvieu-Norrey, 3, 1955
14613, Saint-Marcouf, 4, 94
14614, Sainte-Marguerite-d'Elle, 3, 779
14619, Sainte-Marie-Outre-l'Eau, 4, 124
14620, Saint-Martin-aux-Chartrains, 3, 422
14621, Saint-Martin-de-Bienfaite-la-Cressonnière, 3, 436
14622, Saint-Martin-de-Blagny, 4, 127
14623, Saint-Martin-de-Fontenay, 2, 2523
14625, Saint-Martin-de-la-Lieue, 3, 772
14626, Saint-Martin-de-Mailloc, 3, 930
14627, Saint-Martin-de-Mieux, 3, 398
14630, Saint-Martin-des-Entrées, 3, 705
14635, Saint-Omer, 4, 187
14637, Saint-Ouen-du-Mesnil-Oger, 4, 204
14639, Saint-Ouen-le-Pin, 3, 257
14640, Saint-Pair, 3, 237
14643, Saint-Paul-du-Vernay, 3, 831
14644, Saint-Philbert-des-Champs, 3, 654
14645, Saint-Pierre-Azif, 3, 163
14646, Saint-Pierre-Canivet, 3, 439
14648, Saint-Pierre-des-Ifs, 3, 453
14649, Saint-Pierre-du-Bû, 3, 475
14650, Saint-Pierre-du-Fresne, 3, 190
14651, Saint-Pierre-du-Jonquet, 4, 261
14652, Saint-Pierre-du-Mont, 4, 79
14654, Saint-Pierre-en-Auge, 3, 7329
14656, Saint-Rémy, 3, 988
14657, Saint-Samson, 4, 313
14658, Noues de Sienne, 3, 4357
14659, Saint-Sylvain, 3, 1428
14660, Saint-Vaast-en-Auge, 3, 94
14661, Saint-Vaast-sur-Seulles, 3, 154
14663, Saint-Vigor-le-Grand, 2, 2490
14664, Sallen, 3, 311
14665, Sallenelles, 3, 294
14666, Sannerville, 3, 1906
14667, Saon, 3, 222
14668, Saonnet, 3, 318
14669, Sassy, 4, 207
14672, Val de Drôme, 3, 874
14674, Soignolles, 4, 128
14675, Soliers, 2, 2036
14676, Sommervieu, 3, 993
14677, Soulangy, 3, 254
14678, Soumont-Saint-Quentin, 3, 562
14679, Subles, 3, 666
14680, Sully, 3, 153
14681, Surrain, 4, 151
14682, Surville, 3, 452
14684, Tessel, 3, 253
14685, Thaon, 3, 1726
14687, Le Theil-en-Auge, 3, 192
14689, Le Hom, 3, 3629
14692, Tilly-sur-Seulles, 3, 1744
14694, Le Torquesne, 3, 510
14698, Touffréville, 3, 391
14699, Touques, 2, 3731
14700, Tour-en-Bessin, 3, 664
14701, Tourgéville, 3, 782
14705, Tournières, 3, 152
14706, Tourville-en-Auge, 3, 240
14707, Tourville-sur-Odon, 2, 1118
14708, Tracy-Bocage, 3, 297
14709, Tracy-sur-Mer, 3, 346
14710, Tréprel, 4, 105
14711, Trévières, 3, 917
14712, Troarn, 3, 3459
14713, Montillières-sur-Orne, 3, 577
14714, Le Tronquay, 3, 785
14715, Trouville-sur-Mer, 2, 4603
14716, Trungy, 3, 210
14719, Urville, 3, 700
14720, Ussy, 3, 857
14721, Vacognes-Neuilly, 3, 648
14723, Valsemé, 3, 270
14724, Varaville, 3, 997
14726, Valdallière, 3, 5755
14728, Vaucelles, 2, 563
14731, Vauville, 3, 188
14732, Vaux-sur-Aure, 3, 307
14733, Vaux-sur-Seulles, 3, 312
14734, Vendes, 3, 333
14735, Vendeuvre, 3, 800
14737, Versainville, 3, 500
14738, Verson, 2, 3636
14739, Ver-sur-Mer, 3, 1645
14740, La Vespière-Friardel, 3, 1181
14741, Le Vey, 3, 121
14742, Vicques, 4, 72
14743, Victot-Pontfol, 4, 88
14744, Vienne-en-Bessin, 3, 299
14745, Vierville-sur-Mer, 4, 230
14747, Vieux, 3, 678
14748, Vieux-Bourg, 3, 74
14751, Vignats, 4, 295
14752, Villers-Bocage, 3, 3160
14753, Villers-Canivet, 3, 740
14754, Villers-sur-Mer, 3, 2543
14755, Villerville, 2, 593
14756, La Villette, 3, 231
14758, Villons-les-Buissons, 3, 777
14759, Villy-lez-Falaise, 3, 269
14760, Villy-Bocage, 3, 742
14761, Vimont, 2, 817
14762, Vire Normandie, 2, 16590
14764, Pont-d'Ouilly, 3, 975
15001, Allanche, 3, 799
15002, Alleuze, 4, 223
15003, Ally, 3, 599
15004, Andelat, 3, 472
15005, Anglards-de-Saint-Flour, 4, 350
15006, Anglards-de-Salers, 4, 731
15007, Anterrieux, 4, 121
15008, Antignac, 3, 285
15009, Apchon, 4, 186
15010, Arches, 4, 190
15011, Arnac, 4, 182
15012, Arpajon-sur-Cère, 2, 6279
15013, Auriac-l'Église, 4, 147
15014, Aurillac, 2, 25593
15015, Auzers, 4, 167
15016, Ayrens, 3, 629
15017, Badailhac, 4, 145
15018, Barriac-les-Bosquets, 4, 132
15019, Bassignac, 4, 235
15020, Beaulieu, 4, 97
15021, Boisset, 4, 634
15022, Bonnac, 4, 163
15024, Brageac, 4, 76
15025, Albepierre-Bredons, 4, 240
15026, Brezons, 4, 183
15027, Puycapel, 3, 745
15028, Carlat, 4, 356
15029, Cassaniouze, 4, 507
15030, Cayrols, 3, 294
15032, Celoux, 4, 60
15033, Cézens, 4, 215
15034, Chaliers, 4, 145
15036, Chalvignac, 4, 470
15037, Champagnac, 3, 1056
15038, Champs-sur-Tarentaine-Marchal, 3, 1030
15040, Chanterelle, 4, 98
15041, La Chapelle-d'Alagnon, 3, 252
15042, La Chapelle-Laurent, 4, 254
15043, Charmensac, 4, 87
15045, Chaudes-Aigues, 3, 841
15046, Chaussenac, 4, 218
15048, Chazelles, 4, 31
15049, Cheylade, 4, 221
15050, Le Claux, 4, 170
15051, Clavières, 4, 209
15052, Collandres, 4, 156
15053, Coltines, 3, 439
15054, Condat, 3, 989
15055, Coren, 3, 442
15056, Crandelles, 3, 856
15057, Cros-de-Montvert, 4, 189
15058, Cros-de-Ronesque, 4, 147
15059, Cussac, 4, 121
15060, Deux-Verges, 4, 51
15061, Dienne, 4, 272
15063, Drugeac, 4, 332
15064, Escorailles, 3, 83
15065, Espinasse, 4, 79
15066, Le Falgoux, 4, 117
15067, Le Fau, 4, 28
15069, Ferrières-Saint-Mary, 4, 248
15070, Fontanges, 4, 200
15072, Freix-Anglards, 4, 222
15073, Fridefont, 4, 92
15074, Giou-de-Mamou, 3, 763
15075, Girgols, 4, 74
15076, Glénat, 4, 171
15077, Gourdièges, 4, 61
15078, Jabrun, 4, 155
15079, Jaleyrac, 3, 372
15080, Joursac, 4, 147
15081, Jou-sous-Monjou, 4, 98
15082, Junhac, 4, 297
15083, Jussac, 3, 2022
15084, Labesserette, 4, 291
15085, Labrousse, 3, 496
15086, Lacapelle-Barrès, 4, 58
15087, Lacapelle-del-Fraisse, 4, 360
15088, Lacapelle-Viescamp, 3, 512
15089, Ladinhac, 4, 449
15090, Lafeuillade-en-Vézie, 3, 591
15091, Landeyrat, 4, 90
15092, Lanobre, 3, 1405
15093, Lapeyrugue, 4, 99
15094, Laroquebrou, 3, 829
15095, Laroquevieille, 3, 355
15096, Lascelle, 4, 286
15097, Lastic, 4, 111
15098, Laurie, 4, 93
15100, Laveissenet, 4, 131
15101, Laveissière, 4, 517
15102, Lavigerie, 4, 107
15103, Leucamp, 4, 237
15104, Leynhac, 4, 345
15105, Leyvaux, 4, 35
15106, Lieutadès, 4, 156
15107, Lorcières, 4, 171
15108, Val d'Arcomie, 4, 990
15110, Lugarde, 4, 130
15111, Madic, 3, 208
15112, Malbo, 4, 92
15113, Mandailles-Saint-Julien, 4, 183
15114, Marcenat, 3, 517
15116, Marchastel, 4, 154
15117, Marcolès, 3, 593
15118, Marmanhac, 3, 726
15119, Massiac, 3, 1797
15120, Mauriac, 3, 3498
15121, Maurines, 4, 108
15122, Maurs, 3, 2111
15123, Méallet, 4, 164
15124, Menet, 3, 532
15125, Mentières, 4, 128
15126, Molèdes, 4, 81
15127, Molompize, 4, 281
15128, La Monselie, 4, 120
15129, Montboudif, 4, 174
15130, Montchamp, 4, 140
15131, Le Monteil, 4, 286
15132, Montgreleix, 4, 45
15133, Montmurat, 4, 135
15134, Montsalvy, 3, 815
15135, Montvert, 4, 115
15137, Moussages, 4, 267
15138, Murat, 3, 1845
15139, Narnhac, 4, 68
15140, Naucelles, 3, 2113
15141, Neussargues en Pinatelle, 4, 1804
15142, Neuvéglise-sur-Truyère, 4, 1735
15143, Nieudan, 4, 102
15144, Omps, 3, 330
15146, Pailherols, 4, 126
15147, Parlan, 4, 450
15148, Paulhac, 4, 432
15149, Paulhenc, 4, 257
15151, Peyrusse, 4, 151
15152, Pierrefort, 3, 898
15153, Pleaux, 3, 1463
15154, Polminhac, 3, 1188
15155, Pradiers, 4, 87
15156, Prunet, 4, 685
15157, Quézac, 3, 351
15158, Rageade, 4, 103
15159, Raulhac, 4, 269
15160, Reilhac, 3, 1094
15161, Rézentières, 4, 108
15162, Riom-ès-Montagnes, 3, 2479
15163, Roannes-Saint-Mary, 3, 1098
15164, Roffiac, 4, 627
15165, Rouffiac, 4, 203
15166, Roumégoux, 3, 314
15167, Rouziers, 4, 117
15168, Ruynes-en-Margeride, 3, 712
15169, Saignes, 3, 820
15170, Saint-Amandin, 4, 231
15172, Saint-Antoine, 4, 93
15173, Saint-Bonnet-de-Condat, 4, 115
15174, Saint-Bonnet-de-Salers, 4, 271
15175, Saint-Cernin, 3, 1070
15176, Saint-Chamant, 4, 242
15178, Saint-Cirgues-de-Jordanne, 4, 142
15179, Saint-Cirgues-de-Malbert, 4, 249
15180, Saint-Clément, 4, 75
15181, Saint-Constant-Fournoulès, 3, 577
15182, Saint-Étienne-Cantalès, 4, 133
15183, Saint-Étienne-de-Carlat, 4, 135
15184, Saint-Étienne-de-Maurs, 3, 785
15185, Saint-Étienne-de-Chomeil, 4, 243
15186, Sainte-Eulalie, 4, 229
15187, Saint-Flour, 2, 6458
15188, Saint-Georges, 3, 1198
15189, Saint-Gérons, 4, 222
15190, Saint-Hippolyte, 4, 104
15191, Saint-Illide, 3, 644
15192, Saint-Jacques-des-Blats, 4, 293
15194, Saint-Julien-de-Toursac, 4, 105
15196, Saint-Mamet-la-Salvetat, 3, 1548
15198, Sainte-Marie, 4, 108
15199, Saint-Martial, 4, 75
15200, Saint-Martin-Cantalès, 4, 146
15201, Saint-Martin-sous-Vigouroux, 4, 226
15202, Saint-Martin-Valmeroux, 3, 717
15203, Saint-Mary-le-Plain, 4, 174
15204, Saint-Paul-des-Landes, 3, 1539
15205, Saint-Paul-de-Salers, 4, 105
15206, Saint-Pierre, 4, 142
15207, Saint-Poncy, 4, 362
15208, Saint-Projet-de-Salers, 4, 135
15209, Saint-Rémy-de-Chaudes-Aigues, 4, 124
15211, Saint-Santin-Cantalès, 4, 298
15212, Saint-Santin-de-Maurs, 3, 359
15213, Saint-Saturnin, 4, 203
15214, Saint-Saury, 4, 178
15215, Saint-Simon, 3, 1121
15216, Saint-Urcize, 4, 402
15217, Saint-Victor, 4, 106
15218, Saint-Vincent-de-Salers, 4, 68
15219, Salers, 4, 325
15220, Salins, 4, 145
15221, Sansac-de-Marmiesse, 3, 1368
15222, Sansac-Veinazès, 4, 217
15223, Sauvat, 4, 214
15224, La Ségalassière, 4, 132
15225, Ségur-les-Villas, 4, 212
15226, Sénezergues, 4, 204
15228, Siran, 4, 462
15229, Soulages, 4, 81
15230, Sourniac, 3, 197
15231, Talizat, 3, 596
15232, Tanavelle, 4, 228
15233, Teissières-de-Cornet, 4, 301
15234, Teissières-lès-Bouliès, 4, 330
15235, Les Ternes, 3, 573
15236, Thiézac, 3, 602
15237, Tiviers, 4, 172
15238, Tournemire, 4, 128
15240, Trémouille, 4, 173
15241, La Trinitat, 4, 48
15242, Le Trioulou, 4, 101
15243, Trizac, 4, 503
15244, Ussel, 3, 473
15245, Vabres, 4, 252
15246, Valette, 4, 235
15247, Valjouze, 4, 23
15248, Valuéjols, 4, 564
15249, Le Vaulmier, 4, 64
15250, Vebret, 4, 509
15251, Védrines-Saint-Loup, 4, 141
15252, Velzic, 3, 413
15253, Vernols, 4, 65
15254, Veyrières, 4, 119
15255, Vézac, 3, 1249
15256, Vèze, 4, 52
15257, Vezels-Roussy, 4, 125
15258, Vic-sur-Cère, 3, 1838
15259, Vieillespesse, 4, 244
15260, Vieillevie, 4, 108
15261, Le Vigean, 3, 825
15262, Villedieu, 3, 562
15263, Virargues, 4, 124
15264, Vitrac, 4, 269
15265, Ydes, 3, 1644
15266, Yolet, 3, 551
15267, Ytrac, 3, 4335
15268, Le Rouget-Pers, 3, 1233
15269, Besse, 4, 130
16001, Abzac, 4, 503
16002, Les Adjots, 3, 523
16003, Agris, 3, 857
16005, Aigre, 3, 1579
16007, Alloue, 4, 463
16008, Ambérac, 4, 310
16009, Ambernac, 4, 380
16011, Anais, 3, 568
16012, Angeac-Champagne, 4, 503
16013, Angeac-Charente, 3, 319
16014, Angeduc, 3, 128
16015, Angoulême, 2, 41603
16016, Ansac-sur-Vienne, 3, 827
16018, Ars, 3, 709
16019, Asnières-sur-Nouère, 3, 1248
16020, Aubeterre-sur-Dronne, 3, 347
16023, Aunac-sur-Charente, 3, 590
16024, Aussac-Vadalle, 3, 515
16025, Baignes-Sainte-Radegonde, 3, 1237
16026, Balzac, 3, 1359
16027, Barbezières, 4, 126
16028, Barbezieux-Saint-Hilaire, 3, 4714
16029, Bardenac, 4, 226
16030, Barret, 3, 1052
16031, Barro, 3, 410
16032, Bassac, 3, 517
16034, Bazac, 4, 144
16035, Beaulieu-sur-Sonnette, 4, 199
16036, Bécheresse, 4, 291
16037, Bellon, 4, 141
16038, Benest, 4, 310
16039, Bernac, 3, 474
16040, Berneuil, 4, 305
16041, Bessac, 4, 111
16042, Bessé, 4, 110
16044, Bioussac, 4, 215
16045, Birac, 3, 366
16046, Coteaux-du-Blanzacais, 3, 1003
16047, Blanzaguet-Saint-Cybard, 4, 295
16048, Boisbreteau, 4, 129
16049, Bonnes, 4, 375
16050, Bonneuil, 3, 251
16052, Bors (Canton de Tude-et-Lavalette), 4, 246
16053, Bors (Canton de Charente-Sud), 4, 119
16054, Le Bouchage, 4, 175
16055, Bouëx, 3, 892
16056, Bourg-Charente, 3, 891
16057, Bouteville, 4, 320
16058, Boutiers-Saint-Trojan, 3, 1410
16059, Brettes, 4, 176
16060, Bréville, 4, 454
16061, Brie, 3, 4233
16062, Brie-sous-Barbezieux, 4, 137
16063, Brie-sous-Chalais, 4, 159
16064, Brigueuil, 3, 1115
16065, Brillac, 4, 621
16066, Brossac, 3, 464
16067, Bunzac, 3, 465
16068, Cellefrouin, 4, 565
16069, Cellettes, 4, 388
16070, Chabanais, 3, 1568
16071, Chabrac, 3, 591
16072, Chadurie, 3, 511
16073, Chalais, 3, 1776
16074, Challignac, 3, 333
16075, Champagne-Vigny, 4, 244
16076, Champagne-Mouton, 3, 878
16077, Champmillon, 3, 491
16078, Champniers, 3, 5149
16079, Chantillac, 3, 347
16081, La Chapelle, 4, 215
16082, Boisné-La Tude, 4, 673
16083, Charmé, 4, 340
16084, Charras, 4, 334
16085, Chasseneuil-sur-Bonnieure, 3, 3083
16086, Chassenon, 3, 864
16087, Chassiecq, 4, 142
16088, Chassors, 3, 1105
16089, Châteaubernard, 2, 3746
16090, Châteauneuf-sur-Charente, 3, 3537
16091, Châtignac, 4, 172
16093, Chazelles, 3, 1587
16095, Chenon, 4, 130
16096, Cherves-Châtelars, 4, 418
16097, Cherves-Richemont, 3, 2299
16098, La Chèvrerie, 4, 141
16099, Chillac, 3, 221
16100, Chirac, 3, 767
16101, Claix, 3, 1052
16102, Cognac, 2, 18670
16103, Combiers, 4, 123
16104, Condac, 3, 470
16105, Condéon, 3, 620
16106, Confolens, 3, 2712
16107, Coulgens, 3, 534
16108, Coulonges, 4, 131
16109, Courbillac, 3, 763
16110, Courcôme, 4, 777
16111, Courgeac, 4, 178
16112, Courlac, 4, 57
16113, La Couronne, 2, 7764
16114, Couture, 4, 165
16116, Criteuil-la-Magdeleine, 4, 390
16117, Curac, 4, 120
16118, Deviat, 4, 138
16119, Dignac, 3, 1355
16120, Dirac, 3, 1520
16121, Douzat, 3, 440
16122, Ébréon, 4, 140
16123, Échallat, 3, 488
16124, Écuras, 4, 569
16125, Édon, 4, 263
16127, Empuré, 4, 95
16128, Épenède, 4, 174
16130, Les Essards, 3, 186
16131, Esse, 4, 497
16132, Étagnac, 3, 990
16133, Étriac, 4, 198
16134, Exideuil-sur-Vienne, 3, 1014
16135, Eymouthiers, 3, 314
16136, La Faye, 3, 572
16137, Feuillade, 4, 312
16138, Fléac, 2, 3818
16139, Fleurac, 4, 239
16140, Fontclaireau, 3, 438
16141, Fontenille, 4, 321
16142, La Forêt-de-Tessé, 3, 200
16143, Fouquebrune, 4, 704
16144, Fouqueure, 3, 421
16145, Foussignac, 3, 639
16146, Garat, 3, 2108
16147, Gardes-le-Pontaroux, 4, 264
16148, Genac-Bignac, 4, 1011
16150, Gensac-la-Pallue, 3, 1594
16151, Genté, 3, 886
16152, Gimeux, 3, 719
16153, Mainxe-Gondeville, 3, 1168
16154, Gond-Pontouvre, 2, 6119
16155, Les Gours, 4, 110
16157, Le Grand-Madieu, 3, 162
16158, Grassac, 4, 308
16160, Guimps, 3, 482
16161, Guizengeard, 4, 165
16162, Gurat, 4, 182
16163, Hiersac, 3, 1145
16164, Hiesse, 4, 243
16165, Houlette, 4, 367
16166, L'Isle-d'Espagnac, 2, 5626
16167, Jarnac, 3, 4434
16168, Jauldes, 3, 813
16169, Javrezac, 3, 563
16170, Juignac, 4, 399
16171, Juillac-le-Coq, 3, 651
16173, Juillé, 4, 180
16174, Julienne, 3, 511
16175, Val des Vignes, 3, 1390
16176, Lachaise, 3, 305
16177, Ladiville, 3, 118
16178, Lagarde-sur-le-Né, 3, 186
16180, Laprade, 3, 247
16181, Lessac, 3, 523
16182, Lesterps, 4, 453
16183, Lésignac-Durand, 4, 178
16184, Lichères, 4, 87
16185, Ligné, 4, 157
16186, Ambleville, 3, 719
16187, Linars, 2, 2092
16188, Le Lindois, 4, 341
16189, Londigny, 3, 254
16190, Longré, 4, 186
16191, Lonnes, 4, 181
16192, Terres-de-Haute-Charente, 3, 3900
16193, Louzac-Saint-André, 3, 991
16194, Lupsault, 4, 104
16195, Lussac, 4, 294
16196, Luxé, 3, 723
16197, La Magdeleine, 4, 110
16198, Magnac-Lavalette-Villars, 3, 445
16199, Magnac-sur-Touvre, 2, 3223
16200, Maine-de-Boixe, 3, 482
16203, Mainzac, 4, 115
16204, Bellevigne, 3, 1298
16205, Manot, 3, 540
16206, Mansle, 3, 1692
16207, Marcillac-Lanville, 3, 492
16208, Mareuil, 3, 398
16209, Marillac-le-Franc, 3, 824
16210, Marsac, 3, 817
16211, Marthon, 3, 561
16212, Massignac, 4, 391
16213, Mazerolles, 4, 295
16215, Médillac, 4, 155
16216, Mérignac, 3, 843
16217, Merpins, 3, 1101
16218, Mesnac, 3, 409
16220, Les Métairies, 3, 716
16221, Mons, 4, 238
16222, Montboyer, 4, 328
16223, Montbron, 3, 2009
16224, Montmérac, 3, 714
16225, Montembœuf, 3, 650
16226, Montignac-Charente, 3, 717
16227, Montignac-le-Coq, 4, 139
16229, Montjean, 3, 242
16230, Montmoreau, 3, 2564
16231, Montrollet, 4, 321
16232, Mornac, 3, 2151
16233, Mosnac-Saint-Simeux, 3, 1004
16234, Moulidars, 3, 731
16236, Mouthiers-sur-Boëme, 3, 2397
16237, Mouton, 4, 223
16238, Moutonneau, 3, 117
16239, Mouzon, 4, 134
16240, Nabinaud, 4, 99
16241, Nanclars, 4, 207
16242, Nanteuil-en-Vallée, 4, 1382
16243, Nercillac, 3, 1047
16244, Nersac, 2, 2348
16245, Nieuil, 3, 932
16246, Nonac, 4, 266
16248, Oradour, 4, 152
16249, Oradour-Fanais, 4, 403
16250, Orgedeuil, 4, 220
16251, Oriolles, 4, 253
16252, Orival, 3, 152
16253, Paizay-Naudouin-Embourie, 4, 362
16254, Palluaud, 4, 221
16255, Parzac, 4, 141
16256, Passirac, 4, 240
16258, Pérignac, 4, 483
16260, Pillac, 4, 271
16261, Les Pins, 3, 467
16263, Plassac-Rouffiac, 4, 400
16264, Pleuville, 4, 323
16267, Poullignac, 4, 89
16268, Poursac, 4, 209
16269, Pranzac, 3, 898
16270, Pressignac, 4, 344
16271, Puymoyen, 2, 2369
16272, Puyréaux, 3, 543
16273, Raix, 4, 124
16275, Ranville-Breuillaud, 4, 175
16276, Reignac, 3, 761
16277, Réparsac, 3, 595
16279, Rioux-Martin, 4, 225
16280, Rivières, 3, 1996
16281, La Rochefoucauld-en-Angoumois, 3, 3977
16282, La Rochette, 3, 534
16283, Ronsenac, 4, 570
16284, Rouffiac, 4, 120
16285, Rougnac, 4, 406
16286, Rouillac, 3, 2964
16287, Roullet-Saint-Estèphe, 3, 4277
16289, Roussines, 4, 294
16290, Rouzède, 4, 242
16291, Ruelle-sur-Touvre, 2, 7305
16292, Ruffec, 3, 3372
16293, Saint-Adjutory, 4, 492
16295, Saint-Amant-de-Boixe, 3, 1333
16297, Graves-Saint-Amant, 3, 329
16298, Saint-Amant-de-Nouère, 4, 373
16300, Val-de-Bonnieure, 3, 1308
16301, Saint-Aulais-la-Chapelle, 4, 229
16302, Saint-Avit, 3, 216
16303, Saint-Bonnet, 4, 406
16304, Saint-Brice, 3, 963
16306, Saint-Christophe, 4, 317
16307, Saint-Ciers-sur-Bonnieure, 4, 333
16308, Saint-Claud, 3, 1053
16310, Saint-Coutant, 4, 216
16312, Saint-Cybardeaux, 3, 823
16315, Saint-Félix, 4, 107
16316, Saint-Fort-sur-le-Né, 3, 385
16317, Saint-Fraigne, 4, 439
16318, Saint-Front, 4, 366
16320, Saint-Genis-d'Hiersac, 3, 896
16321, Saint-Georges, 4, 46
16323, Saint-Germain-de-Montbron, 3, 471
16325, Saint-Gourson, 4, 132
16326, Saint-Groux, 3, 135
16329, Saint-Laurent-de-Céris, 3, 782
16330, Saint-Laurent-de-Cognac, 3, 826
16331, Saint-Laurent-des-Combes, 4, 89
16334, Saint-Martial, 4, 126
16335, Saint-Martin-du-Clocher, 3, 124
16336, Saint-Mary, 3, 343
16337, Saint-Maurice-des-Lions, 3, 895
16338, Saint-Médard, 4, 319
16339, Val-d'Auge, 4, 802
16340, Saint-Même-les-Carrières, 3, 1032
16341, Saint-Michel, 2, 3218
16342, Saint-Palais-du-Né, 3, 299
16343, Saint-Preuil, 4, 296
16345, Saint-Quentin-sur-Charente, 4, 218
16346, Saint-Quentin-de-Chalais, 3, 248
16347, Saint-Romain, 3, 508
16348, Saint-Saturnin, 3, 1296
16349, Sainte-Sévère, 3, 513
16350, Saint-Séverin, 3, 796
16352, Saint-Simon, 3, 216
16353, Saint-Sornin, 3, 787
16354, Sainte-Souline, 4, 121
16355, Saint-Sulpice-de-Cognac, 3, 1192
16356, Saint-Sulpice-de-Ruffec, 4, 31
16357, Saint-Vallier, 4, 136
16358, Saint-Yrieix-sur-Charente, 2, 7381
16359, Salles-d'Angles, 3, 1011
16360, Salles-de-Barbezieux, 3, 403
16361, Salles-de-Villefagnan, 4, 313
16362, Salles-Lavalette, 4, 326
16363, Saulgond, 4, 524
16364, Sauvagnac, 4, 64
16365, Sauvignac, 4, 106
16366, Segonzac, 3, 2074
16368, Sers, 3, 888
16369, Sigogne, 3, 982
16370, Sireuil, 3, 1160
16372, Souffrignac, 4, 127
16373, Souvigné, 4, 196
16374, Soyaux, 2, 9761
16375, Suaux, 3, 386
16377, La Tâche, 4, 116
16378, Taizé-Aizie, 3, 573
16379, Taponnat-Fleurignac, 3, 1486
16380, Le Tâtre, 3, 410
16381, Theil-Rabier, 4, 164
16382, Torsac, 4, 721
16383, Tourriers, 3, 758
16384, Touvérac, 3, 581
16385, Touvre, 3, 1165
16387, Triac-Lautrait, 3, 466
16388, Trois-Palis, 3, 940
16389, Turgon, 4, 87
16390, Tusson, 4, 222
16392, Valence, 4, 189
16393, Vars, 3, 2168
16394, Vaux-Lavalette, 4, 83
16395, Vaux-Rouillac, 4, 297
16396, Ventouse, 4, 124
16397, Verdille, 4, 374
16398, Verneuil, 4, 99
16399, Verrières, 3, 346
16400, Verteuil-sur-Charente, 3, 620
16401, Vervant, 4, 146
16402, Vibrac, 3, 283
16403, Le Vieux-Cérier, 4, 127
16404, Vieux-Ruffec, 4, 109
16405, Vignolles, 3, 165
16406, Moulins-sur-Tardoire, 3, 770
16408, Villebois-Lavalette, 3, 717
16409, Villefagnan, 3, 982
16412, Villejoubert, 3, 338
16413, Villiers-le-Roux, 4, 136
16414, Villognon, 4, 312
16415, Vindelle, 3, 1099
16416, Vitrac-Saint-Vincent, 4, 506
16418, Vœuil-et-Giget, 2, 1547
16419, Vouharte, 4, 328
16420, Voulgézac, 3, 242
16421, Vouthon, 3, 411
16422, Vouzan, 3, 811
16423, Xambes, 3, 254
16424, Yviers, 3, 525
16425, Yvrac-et-Malleyrand, 3, 557
17002, Agudelle, 4, 133
17003, Aigrefeuille-d'Aunis, 3, 4143
17004, Île-d'Aix, 4, 207
17005, Allas-Bocage, 4, 196
17006, Allas-Champagne, 3, 252
17007, Anais, 4, 313
17008, Andilly, 3, 2272
17009, Angliers, 3, 1147
17010, Angoulins, 2, 4050
17011, Annepont, 3, 394
17012, Annezay, 4, 155
17013, Antezant-la-Chapelle, 4, 340
17015, Arces, 3, 760
17016, Archiac, 3, 782
17017, Archingeay, 3, 670
17018, Ardillières, 3, 855
17019, Ars-en-Ré, 3, 1302
17020, Arthenac, 3, 349
17021, Arvert, 2, 3566
17022, Asnières-la-Giraud, 3, 1006
17023, Aujac, 3, 373
17024, Aulnay, 3, 1333
17025, Aumagne, 4, 704
17026, Authon-Ébéon, 3, 385
17027, Avy, 3, 471
17028, Aytré, 1, 9247
17029, Bagnizeau, 3, 209
17030, Balanzac, 3, 545
17031, Ballans, 3, 195
17032, Ballon, 3, 804
17033, La Barde, 3, 496
17034, Barzan, 3, 463
17035, Bazauges, 4, 112
17036, Beaugeay, 3, 780
17037, Beauvais-sur-Matha, 3, 650
17038, Bedenac, 4, 692
17039, Belluire, 3, 211
17041, Benon, 3, 1679
17042, Bercloux, 3, 443
17043, Bernay-Saint-Martin, 4, 746
17044, Berneuil, 3, 1149
17045, Beurlay, 3, 1030
17046, Bignay, 4, 387
17047, Biron, 4, 237
17048, Blanzac-lès-Matha, 4, 321
17049, Blanzay-sur-Boutonne, 4, 79
17050, Bois, 3, 517
17051, Le Bois-Plage-en-Ré, 2, 2272
17052, Boisredon, 3, 693
17053, Bords, 3, 1322
17054, Boresse-et-Martron, 4, 204
17055, Boscamnant, 4, 361
17056, Bougneau, 3, 600
17057, Bouhet, 3, 916
17058, Bourcefranc-le-Chapus, 3, 3506
17059, Bourgneuf, 2, 1375
17060, Boutenac-Touvent, 3, 228
17061, Bran, 4, 137
17062, Bresdon, 4, 216
17063, Breuil-la-Réorte, 4, 453
17064, Breuillet, 3, 3010
17065, Breuil-Magné, 3, 1777
17066, Brie-sous-Archiac, 4, 235
17067, Brie-sous-Matha, 4, 173
17068, Brie-sous-Mortagne, 3, 243
17069, Brives-sur-Charente, 3, 232
17070, Brizambourg, 3, 934
17071, La Brousse, 4, 511
17072, Burie, 3, 1303
17073, Bussac-sur-Charente, 3, 1277
17074, Bussac-Forêt, 3, 1053
17075, Cabariot, 3, 1386
17076, Celles, 3, 321
17077, Cercoux, 3, 1235
17078, Chadenac, 3, 511
17079, Chaillevette, 2, 1610
17080, Chambon, 3, 961
17081, Chamouillac, 3, 372
17082, Champagnac, 3, 527
