"Code Commune", "Libellé commune", "Degré de Densité", "Population municipale 2018"
77081, Champdeuil, 3, 727
77082, Champeaux, 3, 815
77083, Champs-sur-Marne, 1, 25654
77084, Changis-sur-Marne, 3, 1349
77085, Chanteloup-en-Brie, 1, 3991
77086, La Chapelle-Gauthier, 3, 1441
77087, La Chapelle-Iger, 4, 170
77088, La Chapelle-la-Reine, 3, 2384
77089, La Chapelle-Rablais, 3, 916
77090, La Chapelle-Saint-Sulpice, 4, 241
77091, Les Chapelles-Bourbon, 3, 486
77093, La Chapelle-Moutils, 4, 449
77094, Charmentray, 3, 299
77095, Charny, 3, 1354
77096, Chartrettes, 2, 2543
77097, Chartronges, 4, 299
77098, Châteaubleau, 3, 358
77099, Château-Landon, 3, 2947
77100, Le Châtelet-en-Brie, 3, 4339
77101, Châtenay-sur-Seine, 3, 1063
77102, Châtenoy, 4, 163
77103, Châtillon-la-Borde, 4, 217
77104, Châtres, 3, 693
77106, Chauffry, 3, 1023
77107, Chaumes-en-Brie, 3, 3339
77108, Chelles, 1, 55154
77109, Chenoise-Cucharmoy, 3, 1640
77110, Chenou, 4, 312
77111, Chessy, 1, 6304
77112, Chevrainvilliers, 4, 251
77113, Chevru, 3, 1088
77114, Chevry-Cossigny, 3, 3927
77115, Chevry-en-Sereine, 3, 515
77116, Choisy-en-Brie, 3, 1308
77117, Citry, 3, 953
77118, Claye-Souilly, 2, 12172
77119, Clos-Fontaine, 4, 248
77120, Cocherel, 3, 626
77121, Collégien, 2, 3359
77122, Combs-la-Ville, 1, 21627
77123, Compans, 3, 815
77124, Conches-sur-Gondoire, 1, 1754
77125, Condé-Sainte-Libiaire, 2, 1426
77126, Congis-sur-Thérouanne, 3, 1762
77127, Coubert, 3, 1885
77128, Couilly-Pont-aux-Dames, 2, 2097
77129, Coulombs-en-Valois, 3, 559
77130, Coulommes, 3, 488
77131, Coulommiers, 2, 14779
77132, Coupvray, 2, 2871
77133, Courcelles-en-Bassée, 4, 199
77134, Courchamp, 4, 148
77135, Courpalay, 3, 1294
77136, Courquetaine, 4, 189
77137, Courtacon, 4, 239
77138, Courtomer, 3, 548
77139, Courtry, 1, 6698
77140, Coutençon, 4, 281
77141, Coutevroult, 2, 1167
77142, Crécy-la-Chapelle, 2, 4713
77143, Crégy-lès-Meaux, 1, 5223
77144, Crèvecœur-en-Brie, 3, 429
77145, Crisenoy, 3, 620
77146, Croissy-Beaubourg, 2, 2026
77147, La Croix-en-Brie, 3, 666
77148, Crouy-sur-Ourcq, 3, 1825
77150, Cuisy, 3, 455
77151, Dagny, 3, 278
77152, Dammarie-les-Lys, 1, 22128
77153, Dammartin-en-Goële, 2, 10355
77154, Dammartin-sur-Tigeaux, 3, 1135
77155, Dampmart, 1, 3417
77156, Darvault, 3, 896
77157, Dhuisy, 3, 311
77158, Diant, 4, 199
77159, Donnemarie-Dontilly, 3, 2775
77161, Dormelles, 3, 802
77162, Doue, 3, 1070
77163, Douy-la-Ramée, 4, 367
77164, Échouboulains, 3, 557
77165, Les Écrennes, 3, 599
77167, Égligny, 4, 323
77168, Égreville, 3, 2152
77169, Émerainville, 1, 7659
77171, Esbly, 2, 6404
77172, Esmans, 3, 887
77173, Étrépilly, 3, 844
77174, Everly, 3, 582
77175, Évry-Grégy-sur-Yerre, 3, 3025
77176, Faremoutiers, 2, 2944
77177, Favières, 3, 1132
77178, Faÿ-lès-Nemours, 3, 495
77179, Féricy, 3, 594
77180, Férolles-Attilly, 3, 1257
77181, Ferrières-en-Brie, 2, 3768
77182, La Ferté-Gaucher, 2, 4933
77183, La Ferté-sous-Jouarre, 2, 9637
77184, Flagy, 3, 622
77185, Fleury-en-Bière, 3, 647
77186, Fontainebleau, 2, 15696
77187, Fontaine-Fourches, 3, 588
77188, Fontaine-le-Port, 3, 998
77190, Fontains, 4, 258
77191, Fontenailles, 3, 1052
77192, Fontenay-Trésigny, 2, 5710
77193, Forfry, 4, 233
77194, Forges, 4, 415
77195, Fouju, 3, 575
77196, Fresnes-sur-Marne, 3, 971
77197, Frétoy, 4, 166
77198, Fromont, 3, 247
77199, Fublaines, 2, 1389
77200, Garentreville, 4, 117
77201, Gastins, 3, 678
77202, La Genevraye, 3, 802
77203, Germigny-l'Évêque, 3, 1326
77204, Germigny-sous-Coulombs, 4, 211
77205, Gesvres-le-Chapitre, 4, 148
77206, Giremoutiers, 4, 181
77207, Gironville, 4, 153
77208, Gouaix, 3, 1400
77209, Gouvernes, 2, 1186
77210, La Grande-Paroisse, 2, 2833
77211, Grandpuits-Bailly-Carrois, 3, 1025
77212, Gravon, 3, 164
77214, Gressy, 2, 814
77215, Gretz-Armainvilliers, 2, 8476
77216, Grez-sur-Loing, 3, 1413
77217, Grisy-Suisnes, 3, 2532
77218, Grisy-sur-Seine, 4, 108
77219, Guérard, 2, 2621
77220, Guercheville, 4, 266
77221, Guermantes, 1, 1144
77222, Guignes, 3, 4296
77223, Gurcy-le-Châtel, 3, 565
77224, Hautefeuille, 4, 253
77225, La Haute-Maison, 4, 318
77226, Héricy, 2, 2545
77227, Hermé, 3, 624
77228, Hondevilliers, 4, 256
77229, La Houssaye-en-Brie, 3, 1650
77230, Ichy, 4, 161
77231, Isles-les-Meldeuses, 3, 815
77232, Isles-lès-Villenoy, 2, 1149
77233, Iverny, 3, 589
77234, Jablines, 3, 691
77235, Jaignes, 4, 316
77236, Jaulnes, 4, 345
77237, Jossigny, 2, 656
77238, Jouarre, 2, 4349
77239, Jouy-le-Châtel, 3, 1509
77240, Jouy-sur-Morin, 2, 2171
77241, Juilly, 3, 2003
77242, Jutigny, 2, 537
77243, Lagny-sur-Marne, 1, 21539
77244, Larchant, 3, 681
77245, Laval-en-Brie, 3, 410
77246, Léchelle, 3, 587
77247, Lescherolles, 3, 447
77248, Lesches, 3, 763
77249, Lésigny, 2, 7151
77250, Leudon-en-Brie, 4, 162
77251, Lieusaint, 2, 13853
77252, Limoges-Fourches, 3, 561
77253, Lissy, 3, 288
77254, Liverdy-en-Brie, 3, 1285
77255, Livry-sur-Seine, 2, 2181
77256, Lizines, 4, 186
77257, Lizy-sur-Ourcq, 3, 3533
77258, Lognes, 1, 14353
77259, Longperrier, 2, 2331
77260, Longueville, 2, 1781
77261, Lorrez-le-Bocage-Préaux, 3, 1189
77262, Louan-Villegruis-Fontaine, 4, 490
77263, Luisetaines, 3, 236
77264, Lumigny-Nesles-Ormeaux, 3, 1526
77265, Luzancy, 3, 1112
77266, Machault, 3, 779
77267, La Madeleine-sur-Loing, 3, 360
77268, Magny-le-Hongre, 1, 9107
77269, Maincy, 2, 1808
77270, Maisoncelles-en-Brie, 3, 926
77271, Maisoncelles-en-Gâtinais, 4, 134
77272, Maison-Rouge, 3, 862
77273, Marchémoret, 3, 583
77274, Marcilly, 3, 442
77275, Les Marêts, 4, 148
77276, Mareuil-lès-Meaux, 2, 3231
77277, Marles-en-Brie, 3, 1763
77278, Marolles-en-Brie, 4, 410
77279, Marolles-sur-Seine, 3, 1814
77280, Mary-sur-Marne, 3, 1114
77281, Mauperthuis, 3, 476
77282, Mauregard, 3, 361
77283, May-en-Multien, 3, 943
77284, Meaux, 1, 55750
77285, Le Mée-sur-Seine, 1, 20917
77286, Meigneux, 4, 228
77287, Meilleray, 3, 496
77288, Melun, 1, 40844
77289, Melz-sur-Seine, 4, 351
77290, Méry-sur-Marne, 3, 673
77291, Le Mesnil-Amelot, 3, 1068
77292, Messy, 3, 1199
77293, Misy-sur-Yonne, 3, 926
77294, Mitry-Mory, 1, 20648
77295, Moisenay, 3, 1387
77296, Moissy-Cramayel, 2, 17849
77297, Mondreville, 4, 329
77298, Mons-en-Montois, 3, 445
77300, Montceaux-lès-Meaux, 3, 604
77301, Montceaux-lès-Provins, 4, 323
77302, Montcourt-Fromonville, 3, 1958
77303, Montdauphin, 4, 239
77304, Montenils, 4, 25
77305, Montereau-Fault-Yonne, 2, 21229
77306, Montereau-sur-le-Jard, 3, 503
77307, Montévrain, 1, 13517
77308, Montgé-en-Goële, 3, 743
77309, Monthyon, 3, 1753
77310, Montigny-le-Guesdier, 3, 305
77311, Montigny-Lencoup, 3, 1427
77312, Montigny-sur-Loing, 3, 2660
77313, Montmachoux, 4, 257
77314, Montolivet, 4, 236
77315, Montry, 2, 3705
77316, Moret-Loing-et-Orvanne, 2, 12223
77317, Mormant, 3, 5014
77318, Mortcerf, 3, 1431
77319, Mortery, 4, 145
77320, Mouroux, 2, 5654
77321, Mousseaux-lès-Bray, 3, 672
77322, Moussy-le-Neuf, 3, 3160
77323, Moussy-le-Vieux, 3, 1477
77325, Mouy-sur-Seine, 3, 359
77326, Nandy, 2, 6235
77327, Nangis, 2, 8867
77328, Nanteau-sur-Essonne, 3, 429
77329, Nanteau-sur-Lunain, 3, 686
77330, Nanteuil-lès-Meaux, 2, 6225
77331, Nanteuil-sur-Marne, 3, 429
77332, Nantouillet, 4, 286
77333, Nemours, 2, 13088
77335, Chauconin-Neufmontiers, 3, 3554
77336, Neufmoutiers-en-Brie, 3, 1185
77337, Noisiel, 1, 15960
77338, Noisy-Rudignon, 3, 597
77339, Noisy-sur-École, 3, 1827
77340, Nonville, 3, 602
77341, Noyen-sur-Seine, 4, 381
77342, Obsonville, 4, 111
77343, Ocquerre, 4, 392
77344, Oissery, 2, 2431
77345, Orly-sur-Morin, 3, 666
77347, Les Ormes-sur-Voulzie, 3, 856
77348, Ormesson, 4, 234
77349, Othis, 2, 6725
77350, Ozoir-la-Ferrière, 2, 20532
77352, Ozouer-le-Voulgis, 3, 1921
77353, Paley, 3, 425
77354, Pamfou, 3, 940
77355, Paroy, 3, 159
77356, Passy-sur-Seine, 4, 45
77357, Pécy, 3, 851
77358, Penchard, 2, 1315
77359, Perthes, 3, 1980
77360, Pézarches, 3, 386
77361, Pierre-Levée, 3, 463
77363, Le Pin, 2, 1568
77364, Le Plessis-aux-Bois, 3, 260
77365, Le Plessis-Feu-Aussoux, 3, 614
77366, Le Plessis-l'Évêque, 3, 292
77367, Le Plessis-Placy, 4, 279
77368, Poigny, 2, 515
77369, Poincy, 2, 724
77370, Poligny, 3, 787
77371, Pommeuse, 2, 2966
77372, Pomponne, 2, 4183
77373, Pontault-Combault, 1, 37617
77374, Pontcarré, 3, 2186
77376, Précy-sur-Marne, 3, 809
77377, Presles-en-Brie, 3, 2312
77378, Pringy, 2, 2954
77379, Provins, 2, 12132
77380, Puisieux, 3, 320
77381, Quiers, 3, 666
77382, Quincy-Voisins, 2, 5439
77383, Rampillon, 3, 826
77384, Réau, 3, 1919
77385, Rebais, 3, 2292
77386, Recloses, 3, 614
77387, Remauville, 4, 466
77388, Reuil-en-Brie, 2, 826
77389, La Rochette, 2, 3778
77390, Roissy-en-Brie, 1, 22851
77391, Rouilly, 2, 489
77392, Rouvres, 2, 910
77393, Rozay-en-Brie, 3, 2808
77394, Rubelles, 1, 2831
77395, Rumont, 3, 121
77396, Rupéreux, 4, 98
77397, Saâcy-sur-Marne, 3, 1844
77398, Sablonnières, 3, 717
77400, Saint-Augustin, 2, 1729
77401, Sainte-Aulde, 3, 673
77402, Saint-Barthélemy, 4, 338
77403, Saint-Brice, 2, 807
77404, Sainte-Colombe, 2, 1826
77405, Saint-Cyr-sur-Morin, 3, 1969
77406, Saint-Denis-lès-Rebais, 3, 997
77407, Saint-Fargeau-Ponthierry, 2, 14121
77408, Saint-Fiacre, 2, 417
77409, Saint-Germain-Laval, 2, 2707
77410, Saint-Germain-Laxis, 3, 738
77411, Saint-Germain-sous-Doue, 3, 553
77412, Saint-Germain-sur-École, 3, 380
77413, Saint-Germain-sur-Morin, 2, 3770
77414, Saint-Hilliers, 3, 483
77415, Saint-Jean-les-Deux-Jumeaux, 3, 1277
77416, Saint-Just-en-Brie, 4, 238
77417, Saint-Léger, 4, 260
77418, Saint-Loup-de-Naud, 2, 874
77419, Saint-Mammès, 2, 3391
77420, Saint-Mard, 2, 3875
77421, Saint-Mars-Vieux-Maisons, 4, 265
77423, Saint-Martin-des-Champs, 3, 655
77424, Saint-Martin-du-Boschet, 4, 278
77425, Saint-Martin-en-Bière, 3, 737
77426, Saint-Méry, 3, 337
77427, Saint-Mesmes, 3, 612
77428, Saint-Ouen-en-Brie, 3, 834
77429, Saint-Ouen-sur-Morin, 3, 537
77430, Saint-Pathus, 2, 6110
77431, Saint-Pierre-lès-Nemours, 2, 5394
77432, Saint-Rémy-la-Vanne, 3, 992
77433, Beautheil-Saints, 3, 1992
77434, Saint-Sauveur-lès-Bray, 3, 364
77435, Saint-Sauveur-sur-École, 3, 1107
77436, Saint-Siméon, 3, 896
77437, Saint-Soupplets, 3, 3224
77438, Saint-Thibault-des-Vignes, 1, 6354
77439, Salins, 3, 1169
77440, Sammeron, 3, 1132
77441, Samois-sur-Seine, 2, 2040
77442, Samoreau, 2, 2396
77443, Sancy, 3, 389
77444, Sancy-lès-Provins, 4, 318
77445, Savigny-le-Temple, 2, 29987
77446, Savins, 3, 603
77447, Seine-Port, 2, 1853
77448, Sept-Sorts, 3, 522
77449, Serris, 1, 9494
77450, Servon, 2, 3288
77451, Signy-Signets, 3, 582
77452, Sigy, 3, 65
77453, Sivry-Courtry, 3, 1155
77454, Sognolles-en-Montois, 3, 376
77455, Soignolles-en-Brie, 3, 2009
77456, Soisy-Bouy, 3, 814
77457, Solers, 3, 1179
77458, Souppes-sur-Loing, 3, 5383
77459, Sourdun, 3, 1504
77460, Tancrou, 4, 349
77461, Thénisy, 3, 295
77462, Thieux, 3, 872
77463, Thomery, 2, 3420
77464, Thorigny-sur-Marne, 1, 10454
77465, Thoury-Férottes, 3, 655
77466, Tigeaux, 3, 381
77467, La Tombe, 3, 207
77468, Torcy, 1, 22030
77469, Touquin, 3, 1221
77470, Tournan-en-Brie, 2, 8521
77471, Tousson, 3, 363
77472, La Trétoire, 3, 504
77473, Treuzy-Levelay, 3, 411
77474, Trilbardou, 3, 657
77475, Trilport, 2, 5045
77476, Trocy-en-Multien, 3, 233
77477, Ury, 3, 850
77478, Ussy-sur-Marne, 3, 1097
77479, Vaires-sur-Marne, 1, 13368
77480, Valence-en-Brie, 3, 1048
77481, Vanvillé, 4, 188
77482, Varennes-sur-Seine, 2, 3601
77483, Varreddes, 3, 2032
77484, Vaucourtois, 4, 276
77485, Le Vaudoué, 3, 729
77486, Vaudoy-en-Brie, 3, 898
77487, Vaux-le-Pénil, 1, 11101
77489, Vaux-sur-Lunain, 4, 232
77490, Vendrest, 3, 696
77492, Verdelot, 3, 657
77493, Verneuil-l'Étang, 3, 3204
77494, Vernou-la-Celle-sur-Seine, 3, 2643
77495, Vert-Saint-Denis, 2, 8238
77496, Vieux-Champagne, 4, 189
77498, Vignely, 3, 307
77500, Villebéon, 3, 468
77501, Villecerf, 3, 719
77504, Villemaréchal, 3, 1111
77505, Villemareuil, 2, 385
77506, Villemer, 3, 782
77507, Villenauxe-la-Petite, 3, 410
77508, Villeneuve-le-Comte, 3, 1816
77509, Villeneuve-les-Bordes, 3, 610
77510, Villeneuve-Saint-Denis, 3, 982
77511, Villeneuve-sous-Dammartin, 3, 645
77512, Villeneuve-sur-Bellot, 3, 1129
77513, Villenoy, 1, 4975
77514, Villeparisis, 1, 26580
77515, Villeroy, 3, 705
77516, Ville-Saint-Jacques, 3, 862
77517, Villevaudé, 3, 2137
77518, Villiers-en-Bière, 4, 208
77519, Villiers-Saint-Georges, 3, 1189
77520, Villiers-sous-Grez, 3, 646
77521, Villiers-sur-Morin, 2, 1935
77522, Villiers-sur-Seine, 4, 298
77523, Villuis, 4, 261
77524, Vimpelles, 4, 522
77525, Vinantes, 3, 383
77526, Vincy-Manœuvre, 4, 277
77527, Voinsles, 3, 576
77528, Voisenon, 2, 1154
77529, Voulangis, 2, 1494
77530, Voulton, 4, 316
77531, Voulx, 3, 1664
77532, Vulaines-lès-Provins, 4, 66
77533, Vulaines-sur-Seine, 2, 2748
77534, Yèbles, 3, 953
78003, Ablis, 3, 3490
78005, Achères, 1, 21529
78006, Adainville, 3, 662
78007, Aigremont, 2, 1086
78009, Allainville, 4, 293
78010, Les Alluets-le-Roi, 3, 1213
78013, Andelu, 3, 483
78015, Andrésy, 1, 13302
78020, Arnouville-lès-Mantes, 3, 939
78029, Aubergenville, 2, 12152
78030, Auffargis, 2, 1958
78031, Auffreville-Brasseuil, 3, 649
78033, Aulnay-sur-Mauldre, 2, 1142
78034, Auteuil, 3, 967
78036, Autouillet, 3, 584
78043, Bailly, 2, 3733
78048, Bazainville, 3, 1457
78049, Bazemont, 2, 1649
78050, Bazoches-sur-Guyonne, 3, 641
78053, Béhoust, 3, 479
78057, Bennecourt, 2, 1883
78062, Beynes, 2, 7618
78068, Blaru, 3, 894
78070, Boinville-en-Mantois, 4, 288
78071, Boinville-le-Gaillard, 3, 609
78072, Boinvilliers, 4, 264
78073, Bois-d'Arcy, 1, 15325
78076, Boissets, 3, 275
78077, La Boissière-École, 3, 752
78082, Boissy-Mauvoisin, 3, 623
78084, Boissy-sans-Avoir, 3, 653
78087, Bonnelles, 3, 2079
78089, Bonnières-sur-Seine, 2, 4791
78090, Bouafle, 2, 2194
78092, Bougival, 1, 8790
78096, Bourdonné, 3, 499
78104, Breuil-Bois-Robert, 2, 743
78107, Bréval, 3, 1803
78108, Les Bréviaires, 3, 1305
78113, Brueil-en-Vexin, 3, 696
78117, Buc, 2, 6027
78118, Buchelay, 2, 3306
78120, Bullion, 3, 1908
78123, Carrières-sous-Poissy, 1, 16641
78124, Carrières-sur-Seine, 1, 15178
78125, La Celle-les-Bordes, 3, 836
78126, La Celle-Saint-Cloud, 1, 20692
78128, Cernay-la-Ville, 3, 1559
78133, Chambourcy, 1, 5587
78138, Chanteloup-les-Vignes, 1, 10426
78140, Chapet, 2, 1335
78143, Châteaufort, 2, 1423
78146, Chatou, 1, 30153
78147, Chaufour-lès-Bonnières, 3, 476
78152, Chavenay, 2, 1767
78158, Le Chesnay-Rocquencourt, 1, 31233
78160, Chevreuse, 2, 5610
78162, Choisel, 3, 545
78163, Civry-la-Forêt, 3, 332
78164, Clairefontaine-en-Yvelines, 3, 818
78165, Les Clayes-sous-Bois, 1, 17487
78168, Coignières, 1, 4355
78171, Condé-sur-Vesgre, 3, 1238
78172, Conflans-Sainte-Honorine, 1, 35536
78185, Courgent, 3, 366
78188, Cravent, 3, 407
78189, Crespières, 3, 1671
78190, Croissy-sur-Seine, 1, 10031
78192, Dammartin-en-Serve, 3, 1375
78193, Dampierre-en-Yvelines, 3, 1022
78194, Dannemarie, 3, 209
78196, Davron, 4, 293
78202, Drocourt, 3, 561
78206, Ecquevilly, 2, 4150
78208, Élancourt, 1, 25624
78209, Émancé, 3, 881
78217, Épône, 2, 6561
78220, Les Essarts-le-Roi, 2, 6668
78224, L'Étang-la-Ville, 2, 4453
78227, Évecquemont, 2, 793
78230, La Falaise, 2, 592
78231, Favrieux, 4, 155
78233, Feucherolles, 2, 2983
78234, Flacourt, 4, 183
78236, Flexanville, 3, 583
78237, Flins-Neuve-Église, 3, 154
78238, Flins-sur-Seine, 2, 2428
78239, Follainville-Dennemont, 2, 2146
78242, Fontenay-le-Fleury, 1, 13466
78245, Fontenay-Mauvoisin, 3, 377
78246, Fontenay-Saint-Père, 3, 954
78255, Freneuse, 2, 4266
78261, Gaillon-sur-Montcient, 2, 665
78262, Galluis, 3, 1243
78263, Gambais, 3, 2476
78264, Gambaiseuil, 4, 57
78265, Garancières, 3, 2375
78267, Gargenville, 2, 7893
78269, Gazeran, 3, 1290
78276, Gommecourt, 3, 674
78278, Goupillières, 3, 511
78281, Goussonville, 3, 625
78283, Grandchamp, 3, 304
78285, Gressey, 3, 544
78289, Grosrouvre, 3, 900
78290, Guernes, 2, 1074
78291, Guerville, 2, 2166
78296, Guitrancourt, 3, 622
78297, Guyancourt, 1, 29471
78299, Hardricourt, 2, 2495
78300, Hargeville, 3, 454
78302, La Hauteville, 3, 166
78305, Herbeville, 3, 247
78307, Hermeray, 3, 949
78310, Houdan, 3, 3671
78311, Houilles, 1, 32801
78314, Issou, 2, 3893
78317, Jambville, 3, 796
78320, Notre-Dame-de-la-Mer, 3, 687
78321, Jouars-Pontchartrain, 2, 5772
78322, Jouy-en-Josas, 1, 8049
78324, Jouy-Mauvoisin, 3, 558
78325, Jumeauville, 3, 605
78327, Juziers, 2, 3843
78329, Lainville-en-Vexin, 3, 776
78334, Lévis-Saint-Nom, 2, 1600
78335, Limay, 1, 17136
78337, Limetz-Villez, 3, 1937
78343, Les Loges-en-Josas, 2, 1629
78344, Lommoye, 3, 658
78346, Longnes, 3, 1502
78349, Longvilliers, 4, 504
78350, Louveciennes, 1, 7236
78354, Magnanville, 1, 6177
78356, Magny-les-Hameaux, 2, 9418
78358, Maisons-Laffitte, 1, 23361
78361, Mantes-la-Jolie, 1, 43921
78362, Mantes-la-Ville, 1, 20818
78364, Marcq, 3, 765
78366, Mareil-le-Guyon, 3, 391
78367, Mareil-Marly, 1, 3677
78368, Mareil-sur-Mauldre, 2, 1696
78372, Marly-le-Roi, 1, 16385
78380, Maule, 2, 5881
78381, Maulette, 3, 1013
78382, Maurecourt, 1, 4414
78383, Maurepas, 1, 17683
78384, Médan, 2, 1346
78385, Ménerville, 3, 212
78389, Méré, 3, 1665
78391, Méricourt, 3, 394
78396, Le Mesnil-le-Roi, 1, 6285
78397, Le Mesnil-Saint-Denis, 1, 6777
78398, Les Mesnuls, 3, 865
78401, Meulan-en-Yvelines, 2, 9005
78402, Mézières-sur-Seine, 2, 3683
78403, Mézy-sur-Seine, 2, 2296
78404, Millemont, 3, 269
78406, Milon-la-Chapelle, 3, 283
78407, Mittainville, 3, 626
78410, Moisson, 3, 979
78413, Mondreville, 3, 407
78415, Montainville, 2, 510
78416, Montalet-le-Bois, 3, 316
78417, Montchauvet, 3, 297
78418, Montesson, 1, 14991
78420, Montfort-l'Amaury, 3, 2935
78423, Montigny-le-Bretonneux, 1, 32282
78431, Morainvilliers, 2, 3023
78437, Mousseaux-sur-Seine, 3, 679
78439, Mulcent, 4, 109
78440, Les Mureaux, 2, 33203
78442, Neauphle-le-Château, 2, 3385
78443, Neauphle-le-Vieux, 2, 916
78444, Neauphlette, 3, 823
78451, Nézel, 2, 1040
78455, Noisy-le-Roi, 2, 7635
78460, Oinville-sur-Montcient, 3, 1070
78464, Orcemont, 3, 1020
78465, Orgerus, 3, 2433
78466, Orgeval, 2, 6664
78470, Orphin, 3, 883
78472, Orsonville, 3, 330
78474, Orvilliers, 3, 927
78475, Osmoy, 3, 379
78478, Paray-Douaville, 4, 243
78481, Le Pecq, 1, 15716
78484, Perdreauville, 3, 637
78486, Le Perray-en-Yvelines, 2, 6597
78490, Plaisir, 1, 30950
78497, Poigny-la-Forêt, 3, 916
78498, Poissy, 1, 39187
78499, Ponthévrard, 2, 664
78501, Porcheville, 2, 3174
78502, Le Port-Marly, 1, 5481
78505, Prunay-le-Temple, 3, 416
78506, Prunay-en-Yvelines, 4, 882
78513, La Queue-les-Yvelines, 3, 2199
78516, Raizeux, 3, 979
78517, Rambouillet, 2, 27141
78518, Rennemoulin, 3, 110
78520, Richebourg, 3, 1593
78522, Rochefort-en-Yvelines, 3, 907
78528, Rolleboise, 3, 375
78530, Rosay, 3, 374
78531, Rosny-sur-Seine, 2, 6883
78536, Sailly, 3, 357
78537, Saint-Arnoult-en-Yvelines, 2, 5818
78545, Saint-Cyr-l'École, 1, 19792
78548, Saint-Forget, 3, 473
78550, Saint-Germain-de-la-Grange, 2, 1850
78551, Saint-Germain-en-Laye, 1, 44806
78557, Saint-Hilarion, 3, 948
78558, Saint-Illiers-la-Ville, 3, 390
78559, Saint-Illiers-le-Bois, 3, 426
78561, Saint-Lambert, 3, 447
78562, Saint-Léger-en-Yvelines, 3, 1394
78564, Saint-Martin-de-Bréthencourt, 3, 667
78565, Saint-Martin-des-Champs, 3, 303
78567, Saint-Martin-la-Garenne, 3, 928
78569, Sainte-Mesme, 3, 921
78571, Saint-Nom-la-Bretèche, 2, 4920
78575, Saint-Rémy-lès-Chevreuse, 2, 7806
78576, Saint-Rémy-l'Honoré, 3, 1621
78586, Sartrouville, 1, 52774
78588, Saulx-Marchais, 3, 957
78590, Senlisse, 3, 499
78591, Septeuil, 3, 2349
78597, Soindres, 3, 685
78601, Sonchamp, 3, 1600
78605, Tacoignières, 3, 1042
78606, Le Tartre-Gaudran, 4, 36
78608, Le Tertre-Saint-Denis, 4, 123
78609, Tessancourt-sur-Aubette, 2, 1051
78615, Thiverval-Grignon, 2, 1189
78616, Thoiry, 3, 1424
78618, Tilly, 3, 516
78620, Toussus-le-Noble, 2, 1166
78621, Trappes, 1, 32645
78623, Le Tremblay-sur-Mauldre, 2, 951
78624, Triel-sur-Seine, 1, 12250
78638, Vaux-sur-Seine, 2, 5010
78640, Vélizy-Villacoublay, 1, 23092
78642, Verneuil-sur-Seine, 1, 15980
78643, Vernouillet, 1, 10104
78644, La Verrière, 1, 6386
78646, Versailles, 1, 84808
78647, Vert, 3, 835
78650, Le Vésinet, 1, 15943
78653, Vicq, 3, 377
78655, Vieille-Église-en-Yvelines, 2, 635
78668, La Villeneuve-en-Chevrie, 3, 656
78672, Villennes-sur-Seine, 1, 5292
78674, Villepreux, 1, 11003
78677, Villette, 3, 509
78681, Villiers-le-Mahieu, 3, 828
78683, Villiers-Saint-Frédéric, 2, 2906
78686, Viroflay, 1, 16752
78688, Voisins-le-Bretonneux, 1, 10835
79001, L'Absie, 3, 1052
79002, Adilly, 4, 309
79003, Aiffres, 2, 5396
79005, Airvault, 3, 3270
79007, Allonne, 3, 666
79008, Amailloux, 3, 822
79009, Amuré, 4, 432
79010, Arçais, 3, 612
79012, Ardin, 3, 1244
79013, Argentonnay, 3, 3183
79014, Loretz-d'Argenton, 3, 2620
79015, Asnières-en-Poitou, 4, 196
79016, Assais-les-Jumeaux, 4, 769
79018, Aubigné, 4, 184
79019, Aubigny, 4, 164
79020, Augé, 3, 890
79022, Availles-Thouarsais, 4, 193
79023, Avon, 4, 63
79024, Azay-le-Brûlé, 3, 1982
79025, Azay-sur-Thouet, 3, 1125
79029, Beaulieu-sous-Parthenay, 3, 664
79030, Beaussais-Vitré, 3, 973
79031, Beauvoir-sur-Niort, 3, 1768
79032, Béceleuf, 3, 774
79034, Bessines, 3, 1721
79038, Boismé, 3, 1192
79040, La Boissière-en-Gâtine, 4, 236
79042, Bougon, 4, 176
79046, Le Bourdet, 3, 567
79047, Boussais, 4, 453
79048, La Crèche, 3, 5820
79049, Bressuire, 3, 19850
79050, Bretignolles, 3, 589
79055, Brieuil-sur-Chizé, 4, 123
79056, Brion-près-Thouet, 3, 740
79057, Brioux-sur-Boutonne, 3, 1445
79058, Brûlain, 3, 767
79059, Le Busseau, 3, 733
79060, Caunay, 4, 178
79061, Celles-sur-Belle, 3, 3907
79062, Cerizay, 3, 4764
79063, Val en Vignes, 3, 2044
79064, Fontivillié, 3, 848
79066, Champdeniers, 3, 1734
79069, Chanteloup, 3, 1012
79070, La Chapelle-Bâton, 3, 402
79071, La Chapelle-Bertrand, 4, 469
79074, La Chapelle-Pouilloux, 4, 179
79076, La Chapelle-Saint-Laurent, 3, 2034
79077, Beugnon-Thireuil, 4, 731
79078, Plaine-d'Argenson, 3, 965
79079, Mauléon, 3, 8578
79080, Châtillon-sur-Thouet, 2, 2678
79081, Chauray, 2, 7083
79083, Chef-Boutonne, 3, 2457
79084, Chenay, 4, 451
79085, Chérigné, 4, 135
79086, Cherveux, 3, 1960
79087, Chey, 4, 559
79088, Chiché, 3, 1695
79089, Le Chillou, 4, 160
79090, Chizé, 3, 846
79091, Cirières, 3, 947
79092, Clavé, 4, 361
79094, Clessé, 3, 952
79095, Clussais-la-Pommeraie, 3, 586
79096, Combrand, 3, 1144
